Trial,entani論文のPerfectIncorporation_wᴸ,解の非唯一性考慮のPerfectIncorporation_wᴸ,entani論文のPerfectIncorporation_wᵁ,解の非唯一性考慮のPerfectIncorporation_wᵁ,entani論文のPerfectIncorporation_wᴸ_1,解の非唯一性考慮のPerfectIncorporation_wᴸ_1,entani論文のPerfectIncorporation_wᵁ_1,解の非唯一性考慮のPerfectIncorporation_wᵁ_1,entani論文のPerfectIncorporation_wᴸ_2,解の非唯一性考慮のPerfectIncorporation_wᴸ_2,entani論文のPerfectIncorporation_wᵁ_2,解の非唯一性考慮のPerfectIncorporation_wᵁ_2,entani論文のPerfectIncorporation_wᴸ_3,解の非唯一性考慮のPerfectIncorporation_wᴸ_3,entani論文のPerfectIncorporation_wᵁ_3,解の非唯一性考慮のPerfectIncorporation_wᵁ_3
117,"[0.22222223695906565, 0.0769230794230775, 0.2222222180116954, 0.12500001800000338, 0.07692307942307687]","[0.2222222372345928, 0.0769230794698183, 0.22222221793297345, 0.1250000089772636, 0.07692307946981829]","[0.33333330570175523, 0.2499999639999945, 0.25000003600000675, 0.24999998799999812, 0.23076920576922694]","[0.33333330518513854, 0.24999998204547277, 0.2500000179545272, 0.24999999401515766, 0.23076920530181708]","[0.24999998799999898, 0.1249999939999996, 0.2499999639999939, 0.12500001800000338, 0.0833333293333327]","[0.24999999401515766, 0.1249999970075788, 0.24999998204547277, 0.1250000089772636, 0.08333333133838591]","[0.2499999879999992, 0.24999996399999241, 0.25000003600000675, 0.24999998799999812, 0.12499999399999824]","[0.24999999401515777, 0.24999998204547277, 0.2500000179545272, 0.24999999401515777, 0.12499999700757866]","[0.22222223695906676, 0.11111110190058486, 0.222222218011696, 0.22222221801169353, 0.111111109005848]","[0.2222222372345928, 0.11111110172837953, 0.22222221793297345, 0.22222221793297356, 0.11111110896648674]","[0.33333330570175507, 0.222222218011696, 0.22222223695906676, 0.2222222369590629, 0.11111111847953058]","[0.33333330518513854, 0.22222221793297345, 0.22222223723459275, 0.2222222372345928, 0.1111111186172963]","[0.23076920576922694, 0.07692307942307729, 0.23076923826923212, 0.23076923826923026, 0.07692307942307687]","[0.23076920530181708, 0.0769230794698183, 0.23076923840945482, 0.2307692384094548, 0.07692307946981829]","[0.23076923826923187, 0.23076923826923212, 0.23076923826923362, 0.23076923826923026, 0.23076920576922694]","[0.2307692384094549, 0.23076923840945485, 0.23076923840945485, 0.2307692384094548, 0.23076920530181708]"
118,"[0.19230766230769286, 0.08695653562801858, 0.23076923934065985, 0.13043477149758476, 0.05217390859903388]","[0.21153844031850083, 0.0869565217391306, 0.23076924774519972, 0.13043478260869532, 0.052173913043478244]","[0.27450978392156916, 0.23529411264705902, 0.26086954299516957, 0.2608695429951694, 0.19230766230769286]","[0.27450978411627247, 0.26086953978558697, 0.26086956521739063, 0.26086956521739124, 0.21153844031850066]","[0.2352941296470585, 0.13725489196078428, 0.23529411264705952, 0.23529411264705816, 0.05882353241176459]","[0.2352941295302376, 0.13725489205813624, 0.235294112695735, 0.23529411269573483, 0.05882353238255905]","[0.27450978392156916, 0.23529411264705902, 0.23529412964705873, 0.23529412964705892, 0.11764706482352932]","[0.27450978411627264, 0.2352941126957335, 0.23529412953023623, 0.23529412953023615, 0.1176470647651188]","[0.2608695429951707, 0.08695653562801903, 0.23076923934065946, 0.13043477149758478, 0.05217390859903388]","[0.2608695652173915, 0.08695652173913061, 0.260869539785587, 0.13043478260869532, 0.052173913043478244]","[0.2608696068840571, 0.23076923934066074, 0.26086954299516957, 0.2608695429951694, 0.13043477149758487]","[0.26086956521739185, 0.26086953978558697, 0.26086956521739063, 0.26086956521739124, 0.1304347826086956]","[0.19230766230769286, 0.11538461967032997, 0.23076923934065907, 0.23076923934065796, 0.07692307978021912]","[0.21153844031850083, 0.11538462387259941, 0.23076924774519972, 0.23076924774519905, 0.07692308258173318]","[0.23076923934065993, 0.23076923934065907, 0.23076923934065927, 0.23076923934065796, 0.19230766230769286]","[0.23076924774519963, 0.23076924774519972, 0.23076924774519975, 0.23076924774519905, 0.21153844031850083]"
119,"[0.16666678666666823, 0.12499999499999988, 0.23809524920635008, 0.12500001500000138, 0.04761904984126991]","[0.1739130572319743, 0.12499999808281605, 0.2380952189233954, 0.1250000134202893, 0.047619057204969006]","[0.2777774977777794, 0.2499999699999968, 0.25000018000000007, 0.24999998999999998, 0.16666678666666823]","[0.26190471397515563, 0.2608695542144206, 0.2608695542144214, 0.2499999961656314, 0.1739130572319743]","[0.16666678666666823, 0.1388887488888897, 0.24999945999999684, 0.12500009000000006, 0.08333339333333314]","[0.1739130572319743, 0.13043477710721052, 0.260869554214421, 0.13043477710721066, 0.08695651807147377]","[0.2777774977777794, 0.24999945999999684, 0.2500001800000001, 0.16666678666666535, 0.16666678666666823]","[0.26086955421442104, 0.2608695542144208, 0.2608695542144214, 0.17391305723197442, 0.1739130572319743]","[0.23809520253967997, 0.13095238706349277, 0.23809524920634956, 0.2380952025396748, 0.04761904984126991]","[0.2380952860248446, 0.1309523569875778, 0.2380952189233954, 0.23809521892339544, 0.047619057204969006]","[0.2619047741269901, 0.23809524920635056, 0.23809524920634956, 0.2380952025396748, 0.13095238706349277]","[0.26190471397515563, 0.2380952189233954, 0.23809528602484503, 0.23809528602484464, 0.1309523569875771]","[0.24999998999999984, 0.12499999499999992, 0.2499999699999974, 0.1250000150000009, 0.12499999499999925]","[0.2499999961656314, 0.12499999808281605, 0.24999999616563176, 0.1250000134202893, 0.12499999808281578]","[0.24999998999999984, 0.2499999699999974, 0.2500000300000018, 0.2499999899999985, 0.12499999499999992]","[0.2499999961656314, 0.24999999616563176, 0.2500000268405786, 0.24999999616563173, 0.12499999808281605]"
120,"[0.20689653172413727, 0.06896553474138015, 0.2068966042241397, 0.1250000466666663, 0.058823535411765486]","[0.18181819873182642, 0.09090908607662108, 0.2352941077573525, 0.12500004615196278, 0.05882353534558855]","[0.30882348441176344, 0.2499999866666669, 0.31034479758620614, 0.24999998666666662, 0.20689653172413727]","[0.3088234849080863, 0.27272725822986293, 0.2727272582298628, 0.2499999868137248, 0.18181819873182642]","[0.24999998666666662, 0.09374998166666697, 0.2499999866666669, 0.1250000466666663, 0.12499999333333331]","[0.24999998681372473, 0.09374998186887176, 0.24999998681372498, 0.12500004615196278, 0.12499999340686246]","[0.2812499450000009, 0.2499999866666669, 0.2500000933333326, 0.24999998666666662, 0.12499999333333331]","[0.28124994560661537, 0.24999998681372498, 0.25000009230392556, 0.2499999868137248, 0.12499999340686249]","[0.235294141647061, 0.10294116147058778, 0.23529410764705846, 0.23529410764705708, 0.058823535411765486]","[0.23529414138235377, 0.10294116163602889, 0.2352941077573525, 0.23529410775735252, 0.05882353534558855]","[0.30882348441176344, 0.23529410764705846, 0.23529414164706194, 0.235294141647058, 0.11764707082352875]","[0.3088234849080863, 0.23529410775735243, 0.2352941413823535, 0.23529414138235377, 0.11764707069117765]","[0.20689653172413727, 0.06896553474137984, 0.2068966042241398, 0.1551723987931031, 0.10344826586206868]","[0.18181819873182642, 0.09090908607662108, 0.2727272582298629, 0.13636362911493144, 0.09090908607662111]","[0.20689660422413964, 0.2068966042241398, 0.31034479758620614, 0.2068965317241372, 0.20689653172413727]","[0.27272725822986327, 0.27272725822986293, 0.2727272582298629, 0.18181819873182642, 0.18181819873182642]"
121,"[0.2448979769614508, 0.06122449424036269, 0.24489797696145066, 0.1250000180000002, 0.08163264083900258]","[0.2499999960416672, 0.0624999990104168, 0.24999999604166714, 0.125000013854165, 0.08333330535011697]","[0.24999998799999995, 0.24999998333333326, 0.32653056335601033, 0.24999998799999995, 0.12499999399999996]","[0.2499999960416672, 0.24999999604166714, 0.3333332214004679, 0.2499999960416672, 0.1249999980208336]","[0.24489797696145077, 0.06122449424036269, 0.24489797696145066, 0.16326528167800516, 0.08163264083900258]","[0.2499999960416672, 0.0624999990104168, 0.24999999604166714, 0.16666661070023395, 0.08333330535011697]","[0.24489797696145077, 0.24489797696145066, 0.32653056335601033, 0.2448979769614508, 0.1224489884807254]","[0.2499999960416672, 0.24999999604166714, 0.3333332214004679, 0.2499999960416672, 0.1249999980208336]","[0.24999998799999995, 0.12499999400000007, 0.24999996399999952, 0.1250000180000002, 0.0833333293333333]","[0.2499999960416672, 0.1249999980208336, 0.24999999604166714, 0.125000013854165, 0.08333333102430582]","[0.24999998799999995, 0.2499999639999998, 0.2500000359999998, 0.24999998799999995, 0.12499999399999996]","[0.2499999960416672, 0.24999999604166714, 0.25000002770832996, 0.2499999960416672, 0.12499999802083354]","[0.24999998333333237, 0.12500000500000055, 0.24999998333333343, 0.1250000049999996, 0.12499999166666663]","[0.2499999960416671, 0.1249999980208336, 0.24999999604166714, 0.125000013854165, 0.12499999802083357]","[0.2500000100000011, 0.24999998333333312, 0.2500000099999993, 0.24999998333333232, 0.12499999166666667]","[0.2499999960416671, 0.24999999604166714, 0.25000002770833, 0.2499999960416672, 0.12499999802083357]"
122,"[0.23529417764706026, 0.06249997624999913, 0.22916664791666477, 0.12500002250000136, 0.041666664166666464]","[0.23529417430146496, 0.062499992450996335, 0.229166663838864, 0.12500000339336312, 0.04166666779778764]","[0.3124998812499956, 0.2499999549999965, 0.2500000450000027, 0.250000045000004, 0.13235291117646994]","[0.31249996225498167, 0.24999997963982074, 0.25000000678672624, 0.2500000067867266, 0.1323529128492675]","[0.2499999849999988, 0.12499999249999946, 0.2499999549999965, 0.12500002250000136, 0.041666664166666464]","[0.25000000678672657, 0.12500000339336334, 0.24999997963982068, 0.12500000339336312, 0.04166666779778764]","[0.24999998499999906, 0.2499999549999965, 0.2500000450000027, 0.2499999849999988, 0.12499999249999996]","[0.25000000678672657, 0.24999997963982074, 0.25000000678672624, 0.25000000678672624, 0.12500000339336315]","[0.2500000450000044, 0.062499976249999124, 0.2291666479166648, 0.22916664791666547, 0.06250001125000064]","[0.2500000067867266, 0.062499992450996335, 0.229166663838864, 0.2291666638388639, 0.06250000169668166]","[0.3124998812499956, 0.2291666479166648, 0.2500000450000033, 0.250000045000004, 0.1250000524999983]","[0.31249996225498167, 0.229166663838864, 0.25000000678672624, 0.2500000067867266, 0.12500003172056914]","[0.23529417764706012, 0.1323529111764699, 0.23529409264705797, 0.23529409264705797, 0.05882354441176503]","[0.23529417430146496, 0.13235291284926765, 0.23529409404105633, 0.23529409404105608, 0.058823543575366205]","[0.2647058223529398, 0.2352940926470578, 0.2352941776470603, 0.23529417764706012, 0.1323529111764699]","[0.26470582569853507, 0.23529409404105608, 0.2352941743014646, 0.23529417430146496, 0.1323529128492677]"
123,"[0.19230766230769666, 0.11111112111110966, 0.22222224222221498, 0.16666663666667086, 0.04761905761904874]","[0.21153843931515148, 0.11538462427393939, 0.23076924854787867, 0.17307688196379545, 0.047619057989925176]","[0.26190471190475567, 0.2380952180952357, 0.3333332733333417, 0.23809528809524372, 0.19230766230769666]","[0.26190471005037447, 0.23809521735348313, 0.3461537639275909, 0.23809528994962592, 0.21153843931515148]","[0.23809528809524458, 0.13095235595237784, 0.2380952180952357, 0.2380952180952357, 0.04761905761904874]","[0.23809528994962534, 0.13095235502518723, 0.23809521735348302, 0.23809521735348307, 0.047619057989925176]","[0.26190471190475567, 0.2380952180952357, 0.2380952880952447, 0.23809528809524372, 0.13095235595237778]","[0.26190471005037447, 0.23809521735348343, 0.23809528994962514, 0.23809528994962534, 0.1309523550251872]","[0.222222242222219, 0.1111111211111096, 0.2222222422222151, 0.16666663666667084, 0.11111109111111708]","[0.23076924854787892, 0.11538462427393939, 0.23076924854787867, 0.17307688196379545, 0.11538458797586397]","[0.222222242222219, 0.22222224222221937, 0.3333332733333417, 0.22222224222222042, 0.11111112111110938]","[0.23076924854787892, 0.23076924854787867, 0.3461537639275909, 0.23076924854787934, 0.11538462427393965]","[0.19230766230769666, 0.11538463205127994, 0.23076922076923204, 0.23076922076923193, 0.07692307358974397]","[0.21153843931515148, 0.11538462427393939, 0.23076924854787856, 0.230769248547879, 0.07692308284929315]","[0.2307692641025591, 0.23076922076923276, 0.23076922076923237, 0.23076922076923193, 0.19230766230769666]","[0.23076924854787878, 0.23076924854787867, 0.23076924854787856, 0.23076924854787945, 0.21153843931515148]"
124,"[0.22222224222222203, 0.1111111211111111, 0.2222222422222217, 0.12500002000000177, 0.05555555055555524]","[0.19047628884720458, 0.11764706919694357, 0.2352941383938871, 0.12500001464318455, 0.047619037781946115]","[0.24999998666666545, 0.24999995999999655, 0.33333327333333407, 0.24999998666666542, 0.12499999333333273]","[0.2857142266916775, 0.28571422669167734, 0.3529411017820075, 0.24999999023787686, 0.12499999511893839]","[0.22222224222222203, 0.1111111211111111, 0.2222222422222217, 0.16666665166666614, 0.05555555055555524]","[0.19047628884720458, 0.14285711334583864, 0.2857142266916775, 0.14285711334583867, 0.047619037781946115]","[0.2222222422222222, 0.2222222422222217, 0.3333333033333323, 0.2222222422222217, 0.11111112111111127]","[0.2857142266916775, 0.28571422669167734, 0.2857142266916777, 0.19047628884720413, 0.09523814442360215]","[0.22222224222222206, 0.1111111211111111, 0.22222224222222178, 0.16666663666666703, 0.11111109111111142]","[0.23529413839388688, 0.11764706919694344, 0.2352941383938871, 0.1764705508910036, 0.1176470339273356]","[0.2222222422222222, 0.2222222422222211, 0.33333327333333407, 0.22222224222222206, 0.1111111211111111]","[0.23529413839388716, 0.2352941383938871, 0.3529411017820075, 0.23529413839388647, 0.11764706919694344]","[0.24999998666666542, 0.12499999333333273, 0.2499999599999964, 0.12500002000000165, 0.06249999666666625]","[0.24999999023787725, 0.12499999511893835, 0.24999999023787697, 0.12500001464318455, 0.062499997559469216]","[0.24999998666666545, 0.2499999599999964, 0.2500000400000037, 0.24999998666666542, 0.12499999333333273]","[0.24999999023787725, 0.24999999023787733, 0.2500000292863691, 0.24999999023787686, 0.12499999511893835]"
125,"[0.23076925846153745, 0.10294118272058861, 0.21794870910256478, 0.21794870910256478, 0.05882352691176456]","[0.2307692582709705, 0.10294118044306193, 0.21794870916344006, 0.21794870916344003, 0.05882352782277523]","[0.31730764038461734, 0.2352941076470583, 0.23529410764705824, 0.23529410764705824, 0.13461537076923136]","[0.31730764074193024, 0.23529411129110095, 0.23529411129110092, 0.23529411129110078, 0.13461537086451467]","[0.23529410764705824, 0.10294118272058861, 0.23529410764705824, 0.23529410764705824, 0.05882352691176456]","[0.23529411129110064, 0.10294118044306193, 0.23529411129110092, 0.23529411129110095, 0.05882352782277523]","[0.3088235481617658, 0.2352941076470583, 0.23529410764705824, 0.23529410764705824, 0.11764705382352912]","[0.3088235413291858, 0.23529411129110095, 0.23529411129110092, 0.235294111291101, 0.11764705564555032]","[0.23076925846153745, 0.13461537076923136, 0.21794870910256478, 0.21794870910256478, 0.11538461423076829]","[0.2307692582709705, 0.1346153708645147, 0.21794870916344006, 0.21794870916344003, 0.1153846142387093]","[0.26923074153846294, 0.21794870910256478, 0.23076925846153729, 0.23076925846153717, 0.13461537076923136]","[0.2692307417290294, 0.21794870916344006, 0.2307692582709705, 0.23076925827097056, 0.13461537086451472]","[0.23076925846153745, 0.10576921346153911, 0.23076921846153836, 0.23076921846153892, 0.07692308615384581]","[0.2307692582709705, 0.10576921358064333, 0.2307692185462353, 0.2307692185462353, 0.0769230860903235]","[0.31730764038461734, 0.23076921846153892, 0.23076925846153745, 0.23076925846153745, 0.11538462923076873]","[0.31730764074193024, 0.2307692185462353, 0.2307692582709705, 0.23076925827097056, 0.11538462913548525]"
126,"[0.23076924362637258, 0.0869565324534162, 0.23076922505494532, 0.12500001500000044, 0.07692308120879086]","[0.2307692432760991, 0.08695652660291239, 0.2307692252106225, 0.12500001361858906, 0.07692308109203304]","[0.2820512606227121, 0.24999998999999984, 0.26086954807453416, 0.26086954807453394, 0.13043477403726694]","[0.28205126120650165, 0.2608695574353402, 0.2608695574353402, 0.2608695574353403, 0.13043477871767015]","[0.23076924362637258, 0.14102563031135604, 0.23076922505494532, 0.23076922505494524, 0.07692308120879086]","[0.2307692432760991, 0.14102563060325085, 0.2307692252106225, 0.23076922521062257, 0.07692308109203304]","[0.2820512606227121, 0.23076922505494532, 0.23076924362637258, 0.23076924362637272, 0.11538462181318629]","[0.28205126120650165, 0.2307692252106226, 0.230769243276099, 0.2307692432760991, 0.11538462163804956]","[0.24999998999999917, 0.12499999499999968, 0.24999998999999984, 0.12500001500000044, 0.12499999499999954]","[0.24999999610897414, 0.12499999805448728, 0.24999999610897466, 0.12500001361858906, 0.12499999805448736]","[0.24999998999999917, 0.24999998999999984, 0.2500000300000009, 0.24999998999999945, 0.12499999499999973]","[0.24999999610897455, 0.24999999610897472, 0.2500000272371781, 0.24999999610897408, 0.12499999805448736]","[0.26086954807453394, 0.08695653245341622, 0.23076922505494535, 0.13043477403726708, 0.08695651602484464]","[0.2608695574353403, 0.08695652660291239, 0.2608695574353402, 0.13043477871766995, 0.08695651914511343]","[0.2608695973602487, 0.23076922505494535, 0.26086954807453416, 0.26086954807453394, 0.13043477403726694]","[0.2608695798087372, 0.2608695574353402, 0.2608695574353402, 0.2608695574353403, 0.13043477871767015]"
127,"[0.1428572028571508, 0.12121219121210584, 0.23076923743590944, 0.14285720285715148, 0.07142860142857649]","[0.1538461546400405, 0.14102565514844728, 0.23076923076923103, 0.15384615464004028, 0.07692307692307615]","[0.28571412571426286, 0.28571398571423495, 0.36363624363638425, 0.23076922299144997, 0.1428572028571508]","[0.30769223961662023, 0.30769223961662034, 0.30769230928008057, 0.230769230769231, 0.1538461546400405]","[0.1428572028571508, 0.1428570628571314, 0.28571398571423495, 0.14285720285715148, 0.07142860142857649]","[0.1538461546400405, 0.15384611980831003, 0.30769223961662023, 0.15384615464004028, 0.07692307732002014]","[0.2857141257142628, 0.28571398571423495, 0.28571440571430295, 0.14285720285716047, 0.1428572028571508]","[0.30769223961662023, 0.30769223961662034, 0.30769230928008057, 0.1538461546400403, 0.1538461546400405]","[0.18181812181820264, 0.12121219121210584, 0.24242421742424286, 0.18181812181819204, 0.09090906090909304]","[0.15384622086332597, 0.15384611980831012, 0.3076922396166202, 0.15384615464004028, 0.07692307732002014]","[0.24242438242420555, 0.24242421742426248, 0.3636362436363843, 0.18181812181819615, 0.09090906090909304]","[0.30769223961662023, 0.30769223961662034, 0.30769230928008057, 0.15384622086332597, 0.07692311043166299]","[0.23076922299144997, 0.14102564269231102, 0.23076923743589628, 0.23076922299144997, 0.07692307914529886]","[0.23076923076923103, 0.14102565514844728, 0.2307692307692306, 0.23076923076923078, 0.07692307692307711]","[0.28205128538462193, 0.23076923743590583, 0.23076923743589628, 0.23076922299144997, 0.11538461149572066]","[0.2820513102968943, 0.230769230769231, 0.2307692307692306, 0.230769230769231, 0.11538461538461553]"
128,"[0.235294141647058, 0.08695653562801937, 0.2352941076470587, 0.1304347714975838, 0.04761905761904678]","[0.23529414114285743, 0.08695652696720425, 0.2352941078571428, 0.1304347784262366, 0.047619057408963585]","[0.3088234844117667, 0.2380952180952389, 0.2608695429951679, 0.2608695429951701, 0.13095235595238397]","[0.3088234853571424, 0.2608695568524733, 0.2608695568524732, 0.26086955685247326, 0.13095235647759104]","[0.235294141647058, 0.1029411614705889, 0.2352941076470587, 0.2352941076470587, 0.05882353541176441]","[0.23529414114285732, 0.10294116178571416, 0.2352941078571428, 0.2352941078571427, 0.058823535285714344]","[0.3088234844117667, 0.2352941076470587, 0.23529414164705742, 0.235294141647058, 0.117647070823529]","[0.3088234853571424, 0.2352941078571428, 0.23529414114285746, 0.2352941411428574, 0.11764707057142866]","[0.23809528809523386, 0.13095235595238233, 0.23809521809523984, 0.23809521809523965, 0.04761905761904678]","[0.23809528704481794, 0.13095235647759101, 0.23809521851540622, 0.23809521851540613, 0.047619057408963585]","[0.26190471190476644, 0.2380952180952389, 0.2380952880952339, 0.2380952880952311, 0.1309523559523863]","[0.26190471295518203, 0.23809521851540622, 0.23809528704481792, 0.23809528704481794, 0.13095235647759107]","[0.2608695429951702, 0.08695653562801953, 0.2352941076470592, 0.1304347714975838, 0.052173908599033904]","[0.26086955685247326, 0.08695652696720425, 0.2608695568524732, 0.1304347784262366, 0.052173911370494645]","[0.2608696068840576, 0.23529410764705896, 0.2608695429951676, 0.2608695429951701, 0.1304347714975851]","[0.2608695809016127, 0.2608695568524733, 0.2608695568524732, 0.2608695568524732, 0.13043477842623674]"
129,"[0.2307692584615358, 0.10294118272059002, 0.23076921846154022, 0.23076921846154022, 0.058823526911765]","[0.23076925839105478, 0.1029411804604067, 0.23076921849286464, 0.23076921849286433, 0.05882352781583735]","[0.31730764038461706, 0.23529410764705605, 0.2352941076470538, 0.23529410764706, 0.11764705382353001]","[0.31730764051677224, 0.2352941112633493, 0.2352941112633493, 0.2352941112633494, 0.1176470556316746]","[0.2307692584615358, 0.10576921346153902, 0.23076921846154022, 0.23076921846154022, 0.07692308615384658]","[0.23076925839105478, 0.10576921350559085, 0.23076921849286464, 0.23076921849286433, 0.07692308613035176]","[0.31730764038461706, 0.23076921846154022, 0.23076925846154028, 0.2307692584615358, 0.1153846292307679]","[0.31730764051677224, 0.23076921849286464, 0.23076925839105478, 0.2307692583910548, 0.11538462919552754]","[0.2307692584615375, 0.1057692134615389, 0.2307692184615412, 0.23076921846153942, 0.0769230861538465]","[0.2307692583910548, 0.10576921350559074, 0.23076921849286464, 0.23076921849286433, 0.07692308613035205]","[0.31730764038461673, 0.23076921846153933, 0.2307692584615374, 0.23076925846153717, 0.11538462923076975]","[0.31730764051677224, 0.23076921849286433, 0.23076925839105475, 0.2307692583910548, 0.1153846291955274]","[0.23529410764705558, 0.10294118272058891, 0.2352941076470549, 0.23529410764706, 0.058823526911765]","[0.2352941112633493, 0.1029411804604067, 0.2352941112633493, 0.2352941112633493, 0.05882352781583735]","[0.3088235481617662, 0.235294107647057, 0.2352941076470549, 0.23529410764706, 0.11764705382353001]","[0.30882354138122015, 0.2352941112633493, 0.2352941112633493, 0.2352941112633494, 0.1176470556316746]"
130,"[0.16666678666665757, 0.054054065417691075, 0.2378378542014755, 0.12500002142857053, 0.049999997142857106]","[0.18018019341247063, 0.05405406143598842, 0.2378378500260784, 0.13513513796372656, 0.05405404739421544]","[0.2777774977777999, 0.24999995714285803, 0.2702702429975415, 0.27027024299754265, 0.16666678666665757]","[0.2702703071799421, 0.2702702369710769, 0.2702702759274531, 0.2702702369710772, 0.18018019341247052]","[0.24999998571428572, 0.12499999285714339, 0.24999995714285825, 0.12500002142857053, 0.049999997142857106]","[0.2702702369710772, 0.1351351184855388, 0.27027023697107744, 0.13513513796372656, 0.05405404739421544]","[0.24999998571428678, 0.24999995714285767, 0.25000004285714106, 0.24999998571428553, 0.12499999285714407]","[0.2702702369710773, 0.27027023697107755, 0.2702702759274531, 0.2702702369710772, 0.13513511848553872]","[0.16666678666665757, 0.13888874888889996, 0.24999946000004228, 0.12500008999999274, 0.08333339333332856]","[0.18018019341247063, 0.1351351184855385, 0.27027023697107694, 0.13513513796372656, 0.09009009197581767]","[0.2777774977777999, 0.24999946000004228, 0.2500001799999855, 0.16666678666665713, 0.16666678666665757]","[0.2702702369710769, 0.27027023697107694, 0.27027027592745306, 0.18018019341247063, 0.18018019341247063]","[0.27027024299754476, 0.054054065417691075, 0.23783785420147674, 0.13513512149876958, 0.11891892710073962]","[0.2702702369710773, 0.05405406143598842, 0.2378378500260784, 0.13513513796372656, 0.11891892501303913]","[0.2702703270884545, 0.23783785420148035, 0.27027024299753916, 0.2702702429975437, 0.13513512149877172]","[0.2702703071799421, 0.2378378500260784, 0.2702702759274531, 0.2702702369710773, 0.13513511848553886]"
131,"[0.2307692436263735, 0.07692308172307726, 0.23076922505494515, 0.17307690267692194, 0.058823537030812056]","[0.23076924378878347, 0.07843137190607875, 0.23076922498276284, 0.17647052160049848, 0.05882353712705531]","[0.30882350869747976, 0.23529411574229703, 0.34615380535384377, 0.23529411574229672, 0.11764705787114836]","[0.3088235084358184, 0.23529411571823616, 0.35294104320099695, 0.23529411571823605, 0.11764705785911803]","[0.23529411574229672, 0.10294116956582659, 0.23529411574229703, 0.23529411574229672, 0.058823537030812056]","[0.23529411571823605, 0.10294116947860617, 0.23529411571823639, 0.23529411571823605, 0.05882353712705531]","[0.30882350869747976, 0.23529411574229703, 0.23529414812324823, 0.23529411574229672, 0.11764705787114836]","[0.30882350843581846, 0.23529411571823652, 0.23529414850822125, 0.23529411571823605, 0.11764705785911803]","[0.2307692451692313, 0.07692308172307727, 0.23076922505494532, 0.17307690267692194, 0.11538460178461458]","[0.23529402880066488, 0.07843137190607875, 0.2352941157182362, 0.17647052160049848, 0.11764701440033258]","[0.2307692451692317, 0.23076922505494532, 0.3461538053538439, 0.2307692451692307, 0.11538462258461565]","[0.2352941157182362, 0.23529411571823616, 0.35294104320099695, 0.23529402880066488, 0.11764701440033264]","[0.2307692436263735, 0.1410256303113553, 0.23076922505494515, 0.23076922505494524, 0.0769230812087911]","[0.23076924378878347, 0.14102563017601374, 0.23076922498276284, 0.23076922498276284, 0.07692308126292782]","[0.2820512606227106, 0.23076922505494524, 0.23076924362637363, 0.23076924362637352, 0.11538462181318677]","[0.28205126035202743, 0.23076922498276284, 0.23076924378878372, 0.23076924378878347, 0.11538462189439173]"
132,"[0.24999998999999543, 0.09090910090908988, 0.2499999899999933, 0.12500001500000452, 0.041666676666669386]","[0.2499999960757576, 0.09090909090909095, 0.24999999607575912, 0.12500001373484715, 0.04166670361995175]","[0.2727273027272693, 0.2499999899999933, 0.27272725558442396, 0.27272725558441363, 0.12499999499999792]","[0.2727272727272737, 0.26136360758585914, 0.27272727272727343, 0.2727272727272712, 0.12499999803787877]","[0.27272725558441396, 0.09090910090908988, 0.2499999899999933, 0.13636362779221198, 0.06818181389610349]","[0.2727272727272715, 0.09090909090909095, 0.26136360758585914, 0.13636363636363671, 0.06818181818181765]","[0.27272730272726964, 0.2499999899999933, 0.27272725558442396, 0.27272725558441396, 0.09090908519480467]","[0.2727272727272729, 0.26136360758585914, 0.27272727272727343, 0.2727272727272712, 0.0909090909090905]","[0.24999998999999545, 0.12499999499999792, 0.2499999899999837, 0.12500003000000803, 0.041666676666669386]","[0.2499999960757576, 0.12499999803787823, 0.24999999607575826, 0.12500011085985535, 0.04166670361995175]","[0.24999998999999584, 0.2499999899999837, 0.250000060000016, 0.24999998999999545, 0.12499999499999792]","[0.24999999607575804, 0.24999999607575837, 0.25000022171971087, 0.2499999960757574, 0.12499999803787877]","[0.24999998999998962, 0.12499999499999481, 0.24999998999997164, 0.12500001499999913, 0.12499999499999648]","[0.2499999960757576, 0.12499999803787921, 0.24999999607575912, 0.12500001373484715, 0.12499999803787877]","[0.24999998999998962, 0.2499999899999933, 0.25000003000001714, 0.24999998999999554, 0.12499999500000289]","[0.24999999607575843, 0.24999999607575843, 0.25000002746969424, 0.24999999607575765, 0.12499999803787877]"
