Trial,entani論文のPartialIncorporation_wᴸ,解の非唯一性考慮のPartialIncorporation_wᴸ,entani論文のPartialIncorporation_wᵁ,解の非唯一性考慮のPartialIncorporation_wᵁ,entani論文のPartialIncorporation_wᴸ_1,解の非唯一性考慮のPartialIncorporation_wᴸ_1,entani論文のPartialIncorporation_wᵁ_1,解の非唯一性考慮のPartialIncorporation_wᵁ_1,entani論文のPartialIncorporation_wᴸ_2,解の非唯一性考慮のPartialIncorporation_wᴸ_2,entani論文のPartialIncorporation_wᵁ_2,解の非唯一性考慮のPartialIncorporation_wᵁ_2,entani論文のPartialIncorporation_wᴸ_3,解の非唯一性考慮のPartialIncorporation_wᴸ_3,entani論文のPartialIncorporation_wᵁ_3,解の非唯一性考慮のPartialIncorporation_wᵁ_3,entani論文のPartialIncorporation_Ŵ,解の非唯一性考慮のPartialIncorporation_Ŵ
203,"[0.285714330714288, 0.1874999937500004, 0.18750000374999978, 0.14285711285714134, 0.10714290214285777]","[0.28571428571428575, 0.18749999875, 0.18750001875, 0.14285714285714282, 0.09821432196428326]","[0.3749999875000008, 0.21428569071428258, 0.24999996357143037, 0.14285711285714134, 0.10714290214285777]","[0.3749999975, 0.18749999875, 0.28571425071428813, 0.15178566303571672, 0.09821432196428326]","[0.2999999828571436, 0.10000000857142824, 0.19999999571428584, 0.09999999428571453, 0.0749999957142859]","[0.30000000000000004, 0.1, 0.26249996923076985, 0.10000000000000002, 0.07500000000000001]","[0.3000000257142847, 0.19999999571428584, 0.2999999828571436, 0.1499999914285718, 0.1499999914285718]","[0.30000000000000004, 0.26249996923076985, 0.30000000000000004, 0.15000000000000002, 0.15000000000000002]","[0.2857142257142827, 0.142857165357144, 0.2380952405952383, 0.047619037619047115, 0.09523811023809599]","[0.28571428571428564, 0.14285714285714288, 0.28571425071428813, 0.04761904761904761, 0.09523809523809525]","[0.285714330714288, 0.2380952405952383, 0.2857142257142827, 0.14285711285714134, 0.142857165357144]","[0.28571428571428575, 0.28571425071428813, 0.28571428571428564, 0.14285714285714282, 0.14285714285714288]","[0.3749999875000008, 0.1874999937500004, 0.18750000374999978, 0.06250000124999992, 0.06249999875000009]","[0.3749999975, 0.18749999875, 0.18749999875, 0.06250000625, 0.062499999583333334]","[0.37500000749999957, 0.1874999937500004, 0.18750000374999978, 0.18749999625000027, 0.1874999937500004]","[0.3749999975, 0.18749999875, 0.18750001875, 0.18749999875, 0.18749999875]","[[0.3000000257142847, 0.19999999571428584, 0.24999996357143037, 0.14285711285714134, 0.10714290214285777], [0.285714330714288, 0.21428569071428258, 0.24999996357143037, 0.14285711285714134, 0.10714290214285777], [0.3749999875000008, 0.1874999937500004, 0.18750000374999978, 0.14285711285714134, 0.10714290214285777]]","[[0.30000000000000004, 0.18749999875, 0.26428567928571667, 0.15000000000000002, 0.09821432196428326], [0.28571428571428575, 0.18749999875, 0.28571425071428813, 0.14285714285714282, 0.09821432196428326], [0.3749999975, 0.18749999875, 0.18750001875, 0.15178566303571672, 0.09821432196428326]]"
204,"[0.26666669066666737, 0.17530719367628506, 0.21126760681027335, 0.1063829765805472, 0.08450703715548241]","[0.2666666906666655, 0.19148936120212767, 0.2112676063922376, 0.10638297322340445, 0.06832486434737756]","[0.42253518577741206, 0.19999999999999993, 0.26666665466666634, 0.1602836780861192, 0.1063829765805472]","[0.4225351948348527, 0.2380614422210412, 0.255555566555555, 0.13333332733333364, 0.10638297322340445]","[0.26666665466666634, 0.06666667266666684, 0.19999999999999993, 0.13333332733333317, 0.08888888488888878]","[0.2666666546666673, 0.06666667266666637, 0.255555566555555, 0.13333332733333364, 0.08888888488888909]","[0.26666669066666737, 0.19999999999999993, 0.26666665466666634, 0.26666665466666634, 0.13333332733333317]","[0.2666666906666655, 0.255555566555555, 0.2666666546666673, 0.2666666546666673, 0.13333332733333364]","[0.3829787291185405, 0.19148936455927024, 0.1914893645592705, 0.04255317720364857, 0.1063829765805472]","[0.38297872240425535, 0.19148936120212767, 0.19148936120212767, 0.042553193989361617, 0.10638297322340445]","[0.382978729118541, 0.1914893645592705, 0.2127659531610944, 0.1063829765805472, 0.19148936455927024]","[0.38297874590425457, 0.19148936120212767, 0.2127659464468089, 0.10638297322340445, 0.19148936120212767]","[0.42253518577741206, 0.10563380340513663, 0.21126760681027326, 0.07042253560342444, 0.03521126780171222]","[0.4225351948348527, 0.1056338031961188, 0.2112676063922376, 0.0704225354640792, 0.0352112677320396]","[0.4225352136205465, 0.21126760681027335, 0.21126760681027335, 0.21126759288870603, 0.08450703715548241]","[0.4225352127844752, 0.2112676063922376, 0.2112676063922376, 0.21126759741742634, 0.08450703896697054]","[[0.26666669066666737, 0.19999999999999993, 0.26666665466666634, 0.1602836780861192, 0.1063829765805472], [0.382978729118541, 0.19148936455927024, 0.2127659531610944, 0.1063829765805472, 0.1063829765805472], [0.42253518577741206, 0.17530719367628506, 0.21126760681027335, 0.1063829765805472, 0.08450703715548241]]","[[0.2666666906666655, 0.2380614422210412, 0.255555566555555, 0.13333332733333364, 0.10638297322340445], [0.38297874590425457, 0.19148936120212767, 0.21276594644680874, 0.10638297322340445, 0.10638297322340445], [0.4225351948348527, 0.19148936120212767, 0.2112676063922376, 0.10638297322340445, 0.06832486434737756]]"
205,"[0.29090914090908987, 0.1538459738461642, 0.15384675384611937, 0.08000005176470582, 0.1261540308597181]","[0.29090914090908876, 0.16666668166666687, 0.15999998588235337, 0.08000005176470429, 0.11333332303921538]","[0.47999995764705894, 0.1538459738461642, 0.282517627517473, 0.2564102164102588, 0.12820510820512937]","[0.4799999576470601, 0.1818181168181846, 0.2545454845454532, 0.20606053106060593, 0.1272727422727266]","[0.47999995764705894, 0.14000000235294113, 0.15999998588235298, 0.05999999470588237, 0.04000002588235291]","[0.4799999576470601, 0.15000003088235206, 0.15999998588235337, 0.05999999470588251, 0.040000025882352144]","[0.47999995764705894, 0.23999997882352947, 0.15999998588235298, 0.08000005176470582, 0.14000000235294113]","[0.4799999576470601, 0.23999997882353005, 0.15999998588235337, 0.08000005176470429, 0.15000003088235206]","[0.2909090309090922, 0.14545457045454493, 0.2545454845454539, 0.12727274227272695, 0.07272725772727305]","[0.29090903090909354, 0.14545457045454438, 0.2545454845454532, 0.1272727422727266, 0.07272725772727338]","[0.29090914090908987, 0.2545454845454539, 0.2909090309090922, 0.1454545154545461, 0.12727274227272695]","[0.29090914090908876, 0.2545454845454532, 0.29090903090909354, 0.14545451545454677, 0.1272727422727266]","[0.3076919476923284, 0.0769229869230821, 0.1538459738461642, 0.07692337692305969, 0.12820510820512937]","[0.33333331833333313, 0.08333334083333344, 0.16666668166666687, 0.08333334083333344, 0.11111109111111082]","[0.3076919476923284, 0.1538459738461642, 0.15384675384611937, 0.25641021641025874, 0.3076919476923284]","[0.33333336333333374, 0.16666668166666687, 0.16666668166666687, 0.22222218222222165, 0.33333331833333313]","[[0.47999995764705894, 0.1538459738461642, 0.15999998588235298, 0.08000005176470582, 0.1261540308597181], [0.29090914090908987, 0.1538459738461642, 0.282517627517473, 0.1454545154545461, 0.12727274227272695], [0.3076919476923284, 0.1538459738461642, 0.15384675384611937, 0.2564102164102588, 0.12820510820512937]]","[[0.4799999576470601, 0.16666668166666687, 0.15999998588235337, 0.08000005176470429, 0.11333332303921538], [0.29090914090908876, 0.1818181168181846, 0.2545454845454532, 0.14545451545454677, 0.1272727422727266], [0.33333336333333374, 0.16666668166666687, 0.16666668166666687, 0.20606053106060593, 0.1272727422727266]]"
206,"[0.3333333440796019, 0.1058270309346506, 0.22500002863636306, 0.06015039894598406, 0.06766917127588915]","[0.33333335228070343, 0.10474237355536031, 0.22500000710526216, 0.06323187312323153, 0.06744730513512733]","[0.5413533702071132, 0.1416666661714157, 0.3333333199004976, 0.11111111469320063, 0.08055555515528412]","[0.5395784410810186, 0.14166665429823896, 0.33333335228070343, 0.11111111742690113, 0.08055552371345312]","[0.3333333199004976, 0.11111111469320063, 0.22222221729684913, 0.0555555533167496, 0.03703703554449973]","[0.33333335228070343, 0.11111111742690115, 0.28703702493177286, 0.055555558713450574, 0.03703703914230038]","[0.3333333440796019, 0.22222221729684913, 0.3333333199004976, 0.11111111469320063, 0.1111111066334992]","[0.33333335228070343, 0.28703702493177286, 0.33333335228070343, 0.11111111742690115, 0.11111111742690115]","[0.5413533702071132, 0.06015037446745702, 0.16541352978550683, 0.06015037446745702, 0.02005013298199469]","[0.5395784410810186, 0.059953160120113175, 0.1896955538788955, 0.059953160120113175, 0.021077291041077178]","[0.5413533702071132, 0.16541352978550683, 0.2706766851035566, 0.06015039894598406, 0.06766917127588915]","[0.5395784410810186, 0.1896955538788955, 0.2697892205405093, 0.06323187312323153, 0.06744730513512733]","[0.46666664121212176, 0.11666666030303044, 0.11666666030303044, 0.07500000954545435, 0.06666666303030311]","[0.46666668140350687, 0.11666663877193352, 0.11666667035087672, 0.07500000236842072, 0.06666666877192955]","[0.46666664121212176, 0.11666666030303044, 0.22500002863636306, 0.23333332060606088, 0.11666666030303044]","[0.46666668140350687, 0.11666667035087672, 0.22500000710526216, 0.23333334070175343, 0.11666663877193352]","[[0.3333333440796019, 0.1416666661714157, 0.3333333199004976, 0.11111111469320063, 0.08055555515528412], [0.5413533702071132, 0.1058270309346506, 0.22500002863636306, 0.06015039894598406, 0.06766917127588915], [0.46666664121212176, 0.11666666030303044, 0.22500002863636306, 0.11111111469320063, 0.08055555515528412]]","[[0.33333335228070343, 0.14166665429823896, 0.33333335228070343, 0.11111111742690113, 0.08055552371345312], [0.5395784410810186, 0.10474237355536031, 0.22500000710526216, 0.06323187312323153, 0.06744730513512733], [0.46666668140350687, 0.11666667035087672, 0.22500000710526216, 0.11111111742690113, 0.08055552371345312]]"
207,"[0.387096790075902, 0.18863177133270193, 0.21126760563380284, 0.10714288655462167, 0.053763438507273775]","[0.38650311891323685, 0.1886317700831429, 0.2112676056338028, 0.1071428865546209, 0.055214714640665574]","[0.42857141445378155, 0.18863177133270193, 0.24147573672548828, 0.129032263358634, 0.0704225252112678]","[0.42857141445378205, 0.1886317700831429, 0.24081602339187572, 0.12883437297107894, 0.07042252646082768]","[0.42857141445378155, 0.1071428536134454, 0.19642854848739513, 0.1071428536134454, 0.05357144327731084]","[0.42857141445378205, 0.10714285361344551, 0.20535714432773117, 0.10714285361344551, 0.05357144327731045]","[0.4285714144537816, 0.19642854848739513, 0.2142857072268908, 0.10714288655462167, 0.14285713815126053]","[0.42857141445378205, 0.20535714432773117, 0.21428570722689103, 0.1071428865546209, 0.1428571381512607]","[0.3870967536053122, 0.043010754452878, 0.2150537540290951, 0.129032263358634, 0.043010754452878]","[0.38650311891323685, 0.042944790990359645, 0.2208588585626623, 0.12883437297107894, 0.042944790990359645]","[0.387096790075902, 0.2150537540290951, 0.3870967536053122, 0.129032263358634, 0.053763438507273775]","[0.38650311891323685, 0.2208588585626623, 0.38650311891323685, 0.12883437297107894, 0.055214714640665574]","[0.4225352112676057, 0.08450704225352114, 0.18863177133270193, 0.07042253521126761, 0.0704225252112678]","[0.4225352112676056, 0.08450704225352113, 0.2112676056338028, 0.07042253521126761, 0.07042252646082768]","[0.4225352112676057, 0.18863177133270193, 0.21126760563380284, 0.14084507042253522, 0.14084507042253522]","[0.4225352112676056, 0.2112676056338028, 0.2112676056338028, 0.14084507042253522, 0.14084507042253522]","[[0.42857141445378155, 0.18863177133270193, 0.2142857072268908, 0.10714288655462167, 0.06136822043200407], [0.387096790075902, 0.18863177133270193, 0.24147573672548828, 0.129032263358634, 0.053763438507273775], [0.4225352112676057, 0.18863177133270193, 0.21126760563380284, 0.10714288655462167, 0.0704225252112678]]","[[0.42857141445378205, 0.1886317700831429, 0.21428570722689103, 0.1071428865546209, 0.06136822168156311], [0.38650311891323685, 0.1886317700831429, 0.24081602339187572, 0.12883437297107894, 0.055214714640665574], [0.4225352112676056, 0.1886317700831429, 0.2112676056338028, 0.1071428865546209, 0.07042252646082768]]"
208,"[0.36363637963636236, 0.18181818981818126, 0.18181818981818126, 0.13559322567231655, 0.0546816564139668]","[0.36363637963636375, 0.18181818981818187, 0.18181818981818187, 0.13559322033898305, 0.05468166174729272]","[0.41860461873035687, 0.18181818981818126, 0.20930230936517843, 0.20030817174319748, 0.07241906898407774]","[0.4186046187303616, 0.18181818981818187, 0.2093023093651808, 0.20030814240986117, 0.07241909831741133]","[0.4067796770169496, 0.1271186294011295, 0.13559322567231655, 0.1016949192542374, 0.0508474596271187]","[0.4067796610169492, 0.17796606236158322, 0.13559322033898305, 0.1016949152542373, 0.05084745762711865]","[0.4067796770169496, 0.2033898385084748, 0.2033898385084748, 0.13559322567231655, 0.1271186294011295]","[0.4067796610169492, 0.2033898305084746, 0.2033898305084746, 0.13559322033898305, 0.17796606236158322]","[0.3636363576363641, 0.18181817881818205, 0.18181818981818118, 0.09090909490909063, 0.06818181018181878]","[0.3636363576363636, 0.1818181788181818, 0.18181818981818187, 0.09090909490909094, 0.06818181018181813]","[0.36363637963636236, 0.18181818981818126, 0.18181818981818126, 0.20454543054545635, 0.18181817881818205]","[0.36363637963636375, 0.18181818981818187, 0.18181818981818187, 0.20454543054545438, 0.1818181788181818]","[0.41860461873035687, 0.1162790646323065, 0.20930230936517843, 0.10465118954745556, 0.02325581989943457]","[0.41860461873036153, 0.13372094117850328, 0.2093023093651808, 0.10465118954745169, 0.02325581989943371]","[0.41860461873035687, 0.20930230936517843, 0.20930237909491112, 0.13953487291011896, 0.1162790646323065]","[0.4186046187303616, 0.2093023093651808, 0.20930237909490337, 0.1395348729101205, 0.13372094117850328]","[[0.4067796770169496, 0.18181818981818126, 0.2033898385084748, 0.13559322567231655, 0.07241906898407774], [0.36363637963636236, 0.18181818981818126, 0.18181818981818126, 0.20030817174319748, 0.07241906898407774], [0.41860461873035687, 0.18181818981818126, 0.20930230936517843, 0.13559322567231655, 0.0546816564139668]]","[[0.4067796610169492, 0.18181818981818187, 0.2033898305084746, 0.13559322033898305, 0.07241909831741133], [0.36363637963636375, 0.18181818981818187, 0.18181818981818187, 0.20030814240986117, 0.07241909831741133], [0.4186046187303616, 0.18181818981818187, 0.2093023093651808, 0.13559322033898305, 0.05468166174729272]]"
209,"[0.27272731272727335, 0.18181816181818228, 0.18181817181818166, 0.14285714759398496, 0.1356421661684511]","[0.28571428571428575, 0.1980197743193951, 0.16666671666667096, 0.14285714285714282, 0.08769454402855614]","[0.3030302452525264, 0.22799417746791228, 0.2539682292314118, 0.18181817181818166, 0.1356421661684511]","[0.3333333133333316, 0.2694482831142986, 0.28571425308062015, 0.14285714285714282, 0.08769454402855614]","[0.3030302452525264, 0.07575759797979748, 0.18181816181818228, 0.09090908090909114, 0.06060607838383798]","[0.29702971321503885, 0.07425742830375971, 0.1980197743193951, 0.09900988715969755, 0.05940594264300777]","[0.3030303919191899, 0.18181816181818228, 0.3030302452525264, 0.1515151226262632, 0.18181816181818228]","[0.29702971321503885, 0.1980197743193951, 0.29702971321503885, 0.14851485660751942, 0.1980197743193951]","[0.27272725772727247, 0.18181817181818166, 0.13636365636363668, 0.09090908590909083, 0.09090908590909083]","[0.3333333133333316, 0.16666671666667096, 0.1666666566666658, 0.08333335833333548, 0.08333335833333548]","[0.27272731272727335, 0.27272725772727247, 0.18181817181818166, 0.18181817181818166, 0.18181817181818166]","[0.3333333133333316, 0.3333333133333316, 0.16666671666667096, 0.16666671666667096, 0.16666671666667096]","[0.2857142951879699, 0.14285713101503758, 0.2539682292314118, 0.09523809839598997, 0.03174603279866332]","[0.28571428571428564, 0.14285714285714288, 0.28571425308062015, 0.09523809523809522, 0.03174603174603175]","[0.2857142951879699, 0.2539682292314118, 0.2857142951879699, 0.14285714759398496, 0.14285713101503758]","[0.28571428571428575, 0.28571425308062015, 0.28571428571428564, 0.14285714285714282, 0.14285714285714288]","[[0.3030302452525264, 0.18181816181818228, 0.2366522791668553, 0.14285714759398496, 0.1356421661684511], [0.27272731272727335, 0.22799417746791228, 0.18181817181818166, 0.18181817181818166, 0.1356421661684511], [0.2857142951879699, 0.18181816181818228, 0.2539682292314118, 0.14285714759398496, 0.1356421661684511]]","[[0.29702971321503885, 0.1980197743193951, 0.2743988255798671, 0.14285714285714282, 0.08769454402855614], [0.3333333133333316, 0.2694482831142986, 0.16666671666667096, 0.14285714285714282, 0.08769454402855614], [0.28571428571428575, 0.1980197743193951, 0.28571425308062015, 0.14285714285714282, 0.08769454402855614]]"
210,"[0.28571429836488843, 0.20689680172412087, 0.28571428065404464, 0.10344840086206043, 0.082101611299992]","[0.28767125254562753, 0.1889447803748361, 0.28767125254562753, 0.09447239018741807, 0.07715287751684519]","[0.32183890545978205, 0.20689680172412087, 0.28571428065404464, 0.13957300795695404, 0.082101611299992]","[0.3517586993752731, 0.2407034797501092, 0.28767125254562753, 0.10680113764179056, 0.07715287751684519]","[0.29999997599999817, 0.10000001200000092, 0.20689680172412087, 0.07499999399999954, 0.04999999599999969]","[0.30000000000000004, 0.10000000000000002, 0.287499973333334, 0.07500000000000001, 0.05000000000000001]","[0.30000003600000275, 0.20689680172412087, 0.29999997599999817, 0.14999998799999908, 0.14999998799999908]","[0.30000000000000004, 0.287499973333334, 0.30000000000000004, 0.15000000000000002, 0.15000000000000002]","[0.32183890545978205, 0.16091909022991577, 0.20689680172412087, 0.06436778109195641, 0.04597698649425458]","[0.3517586993752731, 0.17587934968763655, 0.18894478037483614, 0.07035173987505462, 0.05025124276789616]","[0.32183890545978205, 0.20689680172412087, 0.32183890545978205, 0.10344840086206043, 0.16091909022991577]","[0.3517586993752731, 0.1889447803748361, 0.3517586993752731, 0.09447239018741807, 0.17587934968763655]","[0.28571428065404464, 0.14285714032702232, 0.24489795231620343, 0.09523809355134821, 0.040816328337841205]","[0.28767125254562753, 0.14383562627281377, 0.28767121835917964, 0.09589041751520917, 0.04109589322080393]","[0.28571429836488843, 0.24489795231620343, 0.28571428065404464, 0.14285714032702232, 0.14285714032702232]","[0.28767125254562753, 0.28767121835917964, 0.28767125254562753, 0.14383562627281377, 0.14383562627281377]","[[0.30000003600000275, 0.20689680172412087, 0.28571428065404464, 0.12528727032183973, 0.082101611299992], [0.32183890545978205, 0.20689680172412087, 0.28571428065404464, 0.10344840086206043, 0.082101611299992], [0.28571429836488843, 0.20689680172412087, 0.28571428065404464, 0.13957300795695404, 0.082101611299992]]","[[0.30000000000000004, 0.2407034797501092, 0.28767125254562753, 0.09447239018741807, 0.07715287751684519], [0.3517586993752731, 0.1889447803748361, 0.28767125254562753, 0.09447239018741807, 0.07715287751684519], [0.28767125254562753, 0.2407034797501092, 0.28767125254562753, 0.10680113764179056, 0.07715287751684519]]"
211,"[0.3529412144705879, 0.1666666603030305, 0.1875, 0.09523812978354829, 0.07440475190476231]","[0.34313728374811436, 0.1874999978571428, 0.18750000928571453, 0.09523809523809526, 0.05059528026189971]","[0.47619045800865883, 0.17559525809523785, 0.29117642818823547, 0.18749998999999984, 0.07440475190476231]","[0.4761904761904763, 0.1993463575364508, 0.2614379192659627, 0.1874999978571428, 0.06535947981649068]","[0.47619045800865883, 0.09523809160173177, 0.1666666603030305, 0.047619045800865886, 0.04761906489177414]","[0.4761904761904763, 0.09523809523809526, 0.19047615045238603, 0.04761904761904763, 0.04761904761904763]","[0.47619045800865883, 0.1666666603030305, 0.23809522900432942, 0.09523812978354829, 0.09523809160173177]","[0.4761904761904763, 0.19047615045238603, 0.23809523809523814, 0.09523809523809526, 0.09523809523809526]","[0.3529411464705885, 0.07058824289411758, 0.211764694682353, 0.07058824289411758, 0.05294117367058825]","[0.34313722490196114, 0.06862745674962288, 0.2614379192659627, 0.06862745674962288, 0.06535947981649068]","[0.3529412144705879, 0.211764694682353, 0.3529411464705885, 0.1058823473411765, 0.1176470488235295]","[0.34313728374811436, 0.2614379192659627, 0.34313722490196114, 0.13071895963298136, 0.11437907496732037]","[0.375, 0.125, 0.1875, 0.18749998999999984, 0.0625]","[0.3749999957142856, 0.12500000428571437, 0.1874999978571428, 0.1874999978571428, 0.06249999928571427]","[0.375, 0.1875, 0.1875, 0.1875, 0.125]","[0.3749999957142856, 0.1874999978571428, 0.18750000928571453, 0.1874999978571428, 0.12500000428571437]","[[0.47619045800865883, 0.1666666603030305, 0.1875, 0.09523812978354829, 0.07440475190476231], [0.3529412144705879, 0.17559525809523785, 0.29117642818823547, 0.1058823473411765, 0.07440475190476231], [0.375, 0.17559525809523785, 0.1875, 0.18749998999999984, 0.07440475190476231]]","[[0.4761904761904763, 0.1874999978571428, 0.19047615045238603, 0.09523809523809526, 0.05059528026189971], [0.34313728374811436, 0.1993463575364508, 0.2614379192659627, 0.13071895963298136, 0.06535947981649068], [0.3749999957142856, 0.1874999978571428, 0.18750000928571453, 0.1874999978571428, 0.06249999928571414]]"
212,"[0.33027525507208405, 0.18518517518518474, 0.22222223722222284, 0.10091742347837478, 0.11111111861111142]","[0.3333333600000022, 0.18518517768518553, 0.22222223020833182, 0.09328069728287677, 0.11111112000000072]","[0.37037035037036947, 0.18518517518518474, 0.2725110276532451, 0.11111111861111142, 0.11111111861111142]","[0.37037035537037105, 0.19112883714507006, 0.25331556285492635, 0.11111111673611085, 0.11111112000000072]","[0.33333331754385914, 0.11111111861111142, 0.22222221807748527, 0.08333332938596479, 0.11111110584795304]","[0.3333333600000022, 0.11111112000000073, 0.23611108999999839, 0.08333334000000055, 0.11111112000000073]","[0.3333333266228066, 0.22222221807748527, 0.33333331754385914, 0.11111111861111142, 0.11111111861111142]","[0.3333333600000022, 0.23611108999999839, 0.3333333600000022, 0.11111112000000073, 0.11111112000000073]","[0.37037035037036947, 0.18518517518518474, 0.18518517518518474, 0.11111111861111142, 0.07407407907407428]","[0.37037035537037105, 0.18518517768518553, 0.18518517768518553, 0.11111111673611085, 0.0740740778240739]","[0.37037035037036947, 0.18518517518518474, 0.22222223722222284, 0.18518517518518474, 0.11111111861111142]","[0.37037035537037105, 0.18518517768518553, 0.2222222334722217, 0.18518517768518553, 0.11111111673611085]","[0.3302752239292267, 0.16513762753604203, 0.20183484695674955, 0.0660550510144168, 0.0366972505635649]","[0.3557312252964427, 0.17786561264822134, 0.18656139456575355, 0.07114624505928854, 0.039525691699604744]","[0.33027525507208405, 0.20183484695674955, 0.3302752239292267, 0.10091742347837478, 0.16513762753604203]","[0.3557312252964427, 0.18656139456575355, 0.3557312252964427, 0.09328069728287677, 0.17786561264822134]","[[0.3333333266228066, 0.18518517518518474, 0.2694529561025224, 0.10091742347837478, 0.11111111861111142], [0.37037035037036947, 0.18518517518518474, 0.22222223722222284, 0.11111111861111142, 0.11111111861111142], [0.33027525507208405, 0.18518517518518474, 0.2725110276532451, 0.10091742347837478, 0.11111111861111142]]","[[0.3333333600000022, 0.19112883714507006, 0.25331556285492635, 0.11111112000000073, 0.11111112000000072], [0.37037035537037105, 0.18518517768518553, 0.22222223020833182, 0.11111111673611085, 0.11111112000000072], [0.3557312252964427, 0.18656139456575355, 0.25331556285492635, 0.09328069728287677, 0.11111112000000072]]"
213,"[0.38095240713419776, 0.15384614884615413, 0.17307694182692202, 0.0845543614406967, 0.12698410134776475]","[0.391304374626737, 0.15384615003663007, 0.1653272094351268, 0.06544204038172308, 0.15384615003663005]","[0.46153844653846243, 0.15384614884615413, 0.21123320696048417, 0.12698413571139924, 0.12698410134776475]","[0.46153845010989025, 0.15384615003663007, 0.2140468250013925, 0.08695650029861035, 0.15384615003663005]","[0.46153844653846243, 0.15384614884615413, 0.15384614884615413, 0.05769231394230734, 0.07692307442307707]","[0.46153845010989014, 0.15384615003663005, 0.15384615003663005, 0.057692312454212503, 0.07692307501831504]","[0.46153844653846243, 0.15384614884615413, 0.17307694182692202, 0.15384614884615413, 0.15384614884615413]","[0.46153845010989014, 0.15384615003663007, 0.17307693736263752, 0.15384615003663007, 0.15384615003663005]","[0.4179104189150396, 0.1044776240556834, 0.2089552094575198, 0.059701499460390516, 0.05472634873612658]","[0.41791046130958126, 0.10447761532739532, 0.20895519823543549, 0.05970149447279732, 0.05472636993339754]","[0.41791049622273363, 0.20895524811136681, 0.2089552094575198, 0.10945269747225315, 0.2089552094575198]","[0.41791046130958126, 0.20895519823543549, 0.20895523065479063, 0.10945273986679507, 0.20895523065479063]","[0.38095240713419776, 0.04761905089177472, 0.15384614884615413, 0.0846560675651765, 0.12698410134776475]","[0.391304374626737, 0.048913046828342126, 0.1956521873133685, 0.08695650029861035, 0.13043475044791553]","[0.38095240713419776, 0.15384614884615413, 0.2539682026955295, 0.12698413571139924, 0.19047620356709888]","[0.391304374626737, 0.1956521873133685, 0.26086950089583105, 0.13043479154224566, 0.1956521873133685]","[[0.46153844653846243, 0.15384614884615413, 0.17307694182692202, 0.0845543614406967, 0.12698410134776475], [0.41791049622273363, 0.15384614884615413, 0.2089552094575198, 0.09230404412582774, 0.12698410134776475], [0.38095240713419776, 0.15384614884615413, 0.21123320696048417, 0.12698413571139924, 0.12698410134776475]]","[[0.46153845010989025, 0.15384615003663007, 0.1653272094351268, 0.06544204038172308, 0.15384615003663005], [0.41791046130958126, 0.15384615003663007, 0.20895519823543549, 0.06544204038172308, 0.15384615003663005], [0.391304374626737, 0.15384615003663007, 0.2140468250013925, 0.08695650029861035, 0.15384615003663005]]"
214,"[0.28571429662337655, 0.14285716952380517, 0.21428561428573056, 0.0769230750674068, 0.10439569071861671]","[0.2857143075324684, 0.14590962953812245, 0.21886447189323271, 0.07692307692307693, 0.08806477400766112]","[0.46153845040444075, 0.21428569913419804, 0.28571429662337655, 0.1098900169004321, 0.10439569071861671]","[0.46153846153846156, 0.2429791759764582, 0.27380950653679587, 0.10943223594661636, 0.08806477400766112]","[0.4285715085714155, 0.1428569828571689, 0.14285716952380517, 0.10714280714286528, 0.07142853809524352]","[0.4377288886143674, 0.14590962953812245, 0.14590962953812245, 0.10943223594661636, 0.07295481476906122]","[0.4285715085714155, 0.14285716952380517, 0.21428561428573056, 0.14285716952380517, 0.1428569828571689]","[0.4377288886143674, 0.14590962953812245, 0.21886447189323271, 0.14590962953812245, 0.14590962953812245]","[0.28571429662337655, 0.1428571292207793, 0.21428571292207793, 0.09523809887445885, 0.07142857415584414]","[0.2857143075324684, 0.1428571537662342, 0.27380950653679587, 0.0952381025108228, 0.0714285768831171]","[0.28571429662337655, 0.21428571292207793, 0.28571429662337655, 0.14285714831168828, 0.1428571292207793]","[0.2857143075324684, 0.27380950653679587, 0.2857143075324684, 0.1428571537662342, 0.1428571537662342]","[0.46153845040444075, 0.11538461260111019, 0.20512819749933897, 0.05769231233148303, 0.025641027702881347]","[0.46153846153846156, 0.11538461538461539, 0.22756405799267768, 0.057692307692307696, 0.02564102564102564]","[0.46153845040444075, 0.20512819749933897, 0.23076924932593212, 0.0769230750674068, 0.11538461260111019]","[0.46153846153846156, 0.22756405799267768, 0.23076923076923078, 0.07692307692307693, 0.11538461538461539]","[[0.4285715085714155, 0.14285716952380517, 0.21428561428573056, 0.1098900169004321, 0.10439569071861671], [0.28571429662337655, 0.21428569913419804, 0.28571429662337655, 0.1098900169004321, 0.10439569071861671], [0.46153845040444075, 0.14285716952380517, 0.21428561428573056, 0.0769230750674068, 0.10439569071861671]]","[[0.4377288886143674, 0.14590962953812245, 0.21886447189323271, 0.10943223594661636, 0.08806477400766112], [0.2857143075324684, 0.2429791759764582, 0.27380950653679587, 0.10943223594661636, 0.08806477400766112], [0.46153846153846156, 0.14590962953812245, 0.22756405799267768, 0.07692307692307693, 0.08806477400766112]]"
