Trial,entani論文のPerfectIncorporation_wᴸ,解の非唯一性考慮のPerfectIncorporation_wᴸ,entani論文のPerfectIncorporation_wᵁ,解の非唯一性考慮のPerfectIncorporation_wᵁ,entani論文のPerfectIncorporation_wᴸ_1,解の非唯一性考慮のPerfectIncorporation_wᴸ_1,entani論文のPerfectIncorporation_wᵁ_1,解の非唯一性考慮のPerfectIncorporation_wᵁ_1,entani論文のPerfectIncorporation_wᴸ_2,解の非唯一性考慮のPerfectIncorporation_wᴸ_2,entani論文のPerfectIncorporation_wᵁ_2,解の非唯一性考慮のPerfectIncorporation_wᵁ_2,entani論文のPerfectIncorporation_wᴸ_3,解の非唯一性考慮のPerfectIncorporation_wᴸ_3,entani論文のPerfectIncorporation_wᵁ_3,解の非唯一性考慮のPerfectIncorporation_wᵁ_3
98,"[0.2000001599999977, 0.1372549162464997, 0.20000015999999754, 0.199999360000009, 0.03225807087976504]","[0.2093024902301488, 0.13725491653906277, 0.2093024902301487, 0.20930226898338622, 0.03225806728666139]","[0.349999580000006, 0.24193544705278708, 0.2419354470527877, 0.2419354470527879, 0.199999360000009]","[0.3255809631458598, 0.24193546784145897, 0.24193546784145917, 0.2419354678414592, 0.20930226898338622]","[0.2419354470527877, 0.1451613189589427, 0.24193544705278708, 0.24193544705278724, 0.03225807087976504]","[0.24193546784145914, 0.14516130278997627, 0.24193546784145914, 0.24193546784145895, 0.03225806728666139]","[0.2903226379178854, 0.24193544705278708, 0.2419354470527877, 0.2419354470527877, 0.08064514901759579]","[0.2903226055799525, 0.24193546784145906, 0.24193546784145914, 0.24193546784145914, 0.08064515594715302]","[0.20000015999999796, 0.17499979000000299, 0.20000015999999754, 0.199999360000009, 0.04999994000000086]","[0.20930249023014877, 0.16279048157292988, 0.2093024902301487, 0.20930226898338622, 0.046511566163694264]","[0.349999580000006, 0.2000001599999975, 0.2000001599999977, 0.20000015999999796, 0.199999360000009]","[0.32558096314585977, 0.2093024902301487, 0.20930249023014877, 0.2093024902301487, 0.20930226898338622]","[0.2352941005041999, 0.1372549162465, 0.2352941005042002, 0.23529410050419974, 0.058823525126050304]","[0.2352941176470587, 0.13725491653906277, 0.23529411764705876, 0.2352941176470587, 0.05882352941176453]","[0.27450983249299954, 0.23529410050419974, 0.2352941005042002, 0.23529410050419997, 0.11764705025210026]","[0.27450983307812554, 0.23529411764705863, 0.23529411764705876, 0.2352941176470587, 0.11764705882352891]"
99,"[0.23529417764709204, 0.1249999933333248, 0.1904762438095084, 0.12500002000002153, 0.04761906095238013]","[0.23529417764066632, 0.12499999515676627, 0.17391306061929082, 0.12500001452970103, 0.043478265154822775]","[0.28571422571431404, 0.2499999599999683, 0.28571422571428234, 0.24999998666667, 0.14285711285714717]","[0.31884054542808465, 0.24999999031353243, 0.3188405454280846, 0.24999999031353248, 0.1594202727140424]","[0.23529417764709204, 0.13235291117645348, 0.23529409264704187, 0.23529409264705564, 0.05882354441176902]","[0.23529417764066632, 0.13235291117966705, 0.23529409264972223, 0.23529409264972242, 0.05882354441016649]","[0.2647058223529255, 0.23529409264704187, 0.23529417764707608, 0.23529417764709204, 0.13235291117645864]","[0.2647058223593336, 0.2352940926497225, 0.2352941776406661, 0.23529417764066632, 0.13235291117966702]","[0.28571422571429433, 0.14285711285714717, 0.19047624380950867, 0.14285711285715702, 0.04761906095238013]","[0.31884054542808465, 0.1594202727140424, 0.17391306061929082, 0.15942027271404233, 0.043478265154822775]","[0.28571422571431404, 0.19047624380950887, 0.28571422571428234, 0.19047624380952052, 0.14285711285714717]","[0.31884054542808465, 0.17391306061929085, 0.3188405454280846, 0.1739130606192911, 0.1594202727140424]","[0.2499999866666706, 0.1249999933333248, 0.24999995999996705, 0.1250000200000283, 0.062499996666666835]","[0.24999999031353248, 0.12499999515676627, 0.24999999031353243, 0.12500001452970103, 0.06249999757838315]","[0.2499999866666723, 0.24999995999996705, 0.25000004000000753, 0.2499999866666706, 0.12499999333332479]","[0.2499999903135326, 0.24999999031353243, 0.25000002905940205, 0.24999999031353248, 0.12499999515676621]"
100,"[0.1923076623076979, 0.11538461967032868, 0.23076923934065868, 0.23076923934066168, 0.02702702452702603]","[0.21153843982491022, 0.11538462407003637, 0.23076924814007146, 0.23076924814007127, 0.027027025786253506]","[0.2698412398412622, 0.24324322074323443, 0.2432432207432343, 0.24324322074322854, 0.1923076623076979]","[0.26984123944230154, 0.24324323207627432, 0.24324323207627427, 0.24324323207627507, 0.21153843982491022]","[0.1923076623076979, 0.11538461967032868, 0.23076923934064714, 0.23076923934066168, 0.07692307978021883]","[0.21153843982491022, 0.11538462407003579, 0.23076924814007127, 0.23076924814007127, 0.07692308271335709]","[0.23076923934066176, 0.23076923934066168, 0.23076923934064714, 0.23076923934066457, 0.1923076623076979]","[0.23076924814007252, 0.23076924814007138, 0.23076924814007127, 0.23076924814007135, 0.21153843982491022]","[0.2380952630952449, 0.1349206199206311, 0.23809522809523553, 0.23809522809523714, 0.04761905261904746]","[0.23809526342771226, 0.13492061972115077, 0.23809522796224797, 0.23809522796224797, 0.04761905268554238]","[0.2698412398412622, 0.23809522809523553, 0.23809526309524467, 0.2380952630952449, 0.11904761404761748]","[0.26984123944230154, 0.23809522796224797, 0.23809526342771226, 0.23809526342771226, 0.1190476139811254]","[0.24324322074323573, 0.13063064938063956, 0.24324322074322885, 0.2432432207432281, 0.02702702452702603]","[0.2432432320762741, 0.13063063993643814, 0.24324323207627363, 0.24324323207627424, 0.027027025786253506]","[0.26126129876127474, 0.24324322074323448, 0.2432432207432343, 0.2432432207432281, 0.12162161037161787]","[0.26126127987287484, 0.24324323207627424, 0.24324323207627363, 0.2432432320762763, 0.12162161603813701]"
101,"[0.2352942776470703, 0.10294110480391871, 0.18181810181815705, 0.1306306493806308, 0.027027024527027092]","[0.23529427468131256, 0.10294110613232908, 0.18181818181818224, 0.13063063964407767, 0.02702702582523359]","[0.36363620363632304, 0.24324322074324542, 0.2612612987612648, 0.27272722606059097, 0.12162161037162]","[0.3636363636363651, 0.24324323242710796, 0.2612612792881554, 0.29545450227012204, 0.12162161621355282]","[0.2352942776470703, 0.10294110480391871, 0.23529405098038603, 0.23529405098038778, 0.058823569411767904]","[0.23529427468131256, 0.10294110613232908, 0.23529405221612001, 0.2352940522161198, 0.05882356867032675]","[0.30882331441175614, 0.23529405098038778, 0.23529427764706853, 0.2352942776470636, 0.11764702549019301]","[0.30882331839698723, 0.2352940522161198, 0.23529427468131256, 0.23529427468131256, 0.11764702610805804]","[0.2727272260605974, 0.1818181018181608, 0.18181810181815988, 0.18181824848486552, 0.04545456212121385]","[0.29545450227012127, 0.18181818181818302, 0.18181818181818127, 0.18181818181818163, 0.04545454545454473]","[0.36363620363632304, 0.18181824848486786, 0.18181824848486622, 0.27272722606059097, 0.09090905090907747]","[0.36363636363636387, 0.18181818181818302, 0.18181818181818127, 0.295454502270121, 0.09090909090909123]","[0.24324322074324378, 0.24324322074324523, 0.24324322074324023, 0.13063064938062596, 0.027027024527027092]","[0.2432432324271077, 0.24324323242710816, 0.24324323242710816, 0.13063063964407767, 0.02702702582523359]","[0.24324322074324378, 0.24324322074324542, 0.2612612987612648, 0.24324322074323915, 0.12162161037162]","[0.24324323242710896, 0.24324323242710816, 0.2612612792881554, 0.24324323242710758, 0.12162161621355282]"
102,"[0.18018019446589234, 0.06666668416666659, 0.24324322102101825, 0.1333333158333334, 0.027027029169883927]","[0.18018019352431358, 0.06666668301323062, 0.24324322248570168, 0.1333333169867693, 0.027027033254289526]","[0.29391883725224244, 0.2571428796428569, 0.26666663166666704, 0.26666663166666715, 0.1333333158333334]","[0.2939188426349538, 0.25714287815986797, 0.2666666339735386, 0.2666666339735389, 0.13333331698676945]","[0.24324330324325055, 0.09797294575074748, 0.24324322102101825, 0.24324322102101825, 0.027027033693694507]","[0.24324329928860552, 0.09797294754498471, 0.24324322248570168, 0.24324322248570163, 0.027027033254289526]","[0.29391883725224244, 0.24324322102101825, 0.24324330324325044, 0.24324330324325055, 0.12162161051050918]","[0.2939188426349538, 0.24324322248570168, 0.2432432992886052, 0.2432432992886054, 0.12162161124285084]","[0.18018019446589237, 0.24324323610038656, 0.24324323610038656, 0.24324323610038756, 0.027027029169883934]","[0.18018019352431358, 0.2432432365711769, 0.2432432365711767, 0.24324323657117608, 0.027027029028646992]","[0.24324323610038756, 0.24324323610038662, 0.24324323610038656, 0.24324326252895545, 0.09009009723294711]","[0.24324323657117627, 0.2432432365711769, 0.2432432365711768, 0.24324326125782308, 0.09009009676215679]","[0.2666666316666682, 0.06666668416666659, 0.25714287964285676, 0.1333333158333334, 0.08571429321428581]","[0.2666666339735389, 0.06666668301323062, 0.2571428781598679, 0.1333333169867693, 0.085714292719956]","[0.2666667366666661, 0.2571428796428569, 0.26666663166666704, 0.2666666316666669, 0.1333333158333334]","[0.26666673205292246, 0.25714287815986797, 0.2666666339735386, 0.2666666339735389, 0.1333333169867693]"
103,"[0.22222223222222195, 0.11111111611111105, 0.14285713619047535, 0.19047620492063586, 0.047619045396825196]","[0.22222223245341743, 0.11111111622670872, 0.1594202883934734, 0.1739130785566384, 0.04347826963915962]","[0.2857142723809507, 0.23809523515406164, 0.23809523515406197, 0.2857142723809505, 0.22222218722222387]","[0.3188405767869467, 0.23809523508606348, 0.23809523508606348, 0.31884057678694694, 0.2222221864130384]","[0.2857142723809507, 0.14285713619047558, 0.14285713619047535, 0.19047620492063586, 0.047619045396825196]","[0.3188405767869467, 0.1594202883934734, 0.1594202883934734, 0.1739130785566384, 0.04347826963915962]","[0.2857142723809507, 0.19047620492063586, 0.19047620492063633, 0.28571427238095115, 0.14285713619047558]","[0.3188405767869468, 0.1739130785566384, 0.1739130785566384, 0.31884057678694694, 0.1594202883934734]","[0.23809523515406164, 0.14285714109243722, 0.23809523515406164, 0.23809523515406097, 0.04761904703081239]","[0.23809523508606337, 0.14285714737090494, 0.23809523508606337, 0.23809523508606353, 0.047619047017212694]","[0.2380952475070022, 0.23809523515406164, 0.23809523515406197, 0.23809523515406136, 0.14285714109243722]","[0.23809524772459664, 0.23809523508606337, 0.23809523508606348, 0.23809523508606353, 0.14285714737090494]","[0.22222223222222148, 0.11111111611111105, 0.2222221872222226, 0.22222218722222362, 0.11111111611111132]","[0.22222223245341732, 0.11111111622670866, 0.22222223245341766, 0.2222221864130383, 0.11111111622670866]","[0.22222223222222148, 0.22222218722222362, 0.22222223222222198, 0.22222223222222118, 0.22222218722222437]","[0.22222223245341732, 0.22222223245341766, 0.2222222324534179, 0.2222222324534176, 0.2222221864130384]"
104,"[0.23809524963370163, 0.11111110539682391, 0.16666665809523587, 0.1333333346491227, 0.04000000105263156]","[0.23809524972206836, 0.11111111111111109, 0.1666666666666666, 0.13333334222443927, 0.03999999822177877]","[0.33333331619047174, 0.23999999315789516, 0.2666666692982452, 0.24999998714285546, 0.16666665809523812]","[0.3333333333333333, 0.23999998933067285, 0.26666668444887826, 0.3194444114665222, 0.16666666666666682]","[0.24999998714285546, 0.11111110539682391, 0.16666665809523587, 0.16666665809523812, 0.08333335476190662]","[0.3194444114665222, 0.11111111111111109, 0.1666666666666666, 0.16666666666666682, 0.0833333333333333]","[0.33333331619047174, 0.16666665809523792, 0.16666670952381316, 0.24999998714285546, 0.16666665809523812]","[0.3333333333333333, 0.16666666666666666, 0.16666666666666677, 0.3194444114665222, 0.16666666666666682]","[0.24000000631578897, 0.23999999315789478, 0.23999999315789533, 0.13333333464912261, 0.04000000105263156]","[0.23999998933067285, 0.23999998933067268, 0.23999998933067285, 0.13333334222443927, 0.03999999822177877]","[0.24000000631578924, 0.23999999315789516, 0.26666666929824523, 0.24000000631578897, 0.11999999657894778]","[0.23999998933067315, 0.23999998933067285, 0.26666668444887826, 0.23999998933067265, 0.11999999466533666]","[0.23809524963370163, 0.13492062530524324, 0.23809523347984263, 0.2380952334798575, 0.047619049926740764]","[0.23809524972206836, 0.13492062523160972, 0.23809523344450584, 0.23809523344450587, 0.04761904994441366]","[0.2698412506104864, 0.2380952334798575, 0.23809524963371698, 0.23809524963370254, 0.11904762481685084]","[0.26984125046321905, 0.23809523344450584, 0.23809524972206839, 0.23809524972206864, 0.11904762486103418]"
105,"[0.24324325404324268, 0.10022521098077963, 0.14814812614814743, 0.18518522518518665, 0.02702702822702714]","[0.2432432322508662, 0.10022523676043582, 0.16091952526803976, 0.17241380806529366, 0.0270270258056518]","[0.30067563294234406, 0.24324323924324243, 0.2432432540432443, 0.29629625229629486, 0.14814812614814798]","[0.32183905053607953, 0.24324323225086608, 0.2432432322508662, 0.32183905053607953, 0.16091952526803976]","[0.29629625229629486, 0.14814812614814798, 0.14814812614814743, 0.18518522518518665, 0.03703704503703746]","[0.32183905053607953, 0.16091952526803976, 0.16091952526803976, 0.17241380806529366, 0.034482761613058736]","[0.29629625229629486, 0.18518522518518665, 0.18518522518518665, 0.29629625229629486, 0.14814812614814798]","[0.32183905053607953, 0.17241380806529366, 0.17241380806529366, 0.32183905053607953, 0.16091952526803976]","[0.2432432540432443, 0.10022521098077963, 0.22522521598078127, 0.22522521598078127, 0.08108109801440506]","[0.2432432322508662, 0.10022523676043582, 0.2252252301107261, 0.2252252301107261, 0.08108107741695546]","[0.3006756329423389, 0.22522521598078127, 0.2432432540432443, 0.24324329404323597, 0.1126126079903907]","[0.30067571028130746, 0.2252252301107261, 0.2432432322508662, 0.24324323225086633, 0.11261261505536305]","[0.2432432540432442, 0.1306306216306295, 0.24324323924324404, 0.24324323924324245, 0.02702702822702714]","[0.2432432322508662, 0.13063063979094486, 0.24324323225086608, 0.24324323225086608, 0.0270270258056518]","[0.26126124326126177, 0.24324323924324245, 0.2432432540432443, 0.2432432540432425, 0.12162162702162187]","[0.2612612795818897, 0.24324323225086608, 0.24324323225086616, 0.2432432322508662, 0.1216216161254331]"
106,"[0.20540541323149256, 0.12999999833333337, 0.24000000333333313, 0.24000000333333313, 0.027027025940070382]","[0.20540544535029004, 0.12999999833562975, 0.24000000332874039, 0.24000000332874055, 0.027027042006359008]","[0.2950819468357562, 0.24324323346063426, 0.2432432334606343, 0.2432432334606343, 0.1299999983333333]","[0.29508194686383116, 0.24324319331213778, 0.24324337805723134, 0.24324319331213753, 0.12999999833562975]","[0.24180329651871307, 0.1475409734178781, 0.24180327349984526, 0.2418032734998451, 0.03278688298175142]","[0.2418032964941454, 0.14754097343191688, 0.24180327350699457, 0.24180327350699476, 0.03278688298487048]","[0.2950819468357562, 0.24180327349984526, 0.2418032965187136, 0.24180329651871307, 0.07377048670893906]","[0.29508194686383116, 0.24180327350699476, 0.2418032964941479, 0.2418032964941454, 0.07377048671595621]","[0.2400000033333332, 0.12999999833333353, 0.24000000333333313, 0.24000000333333313, 0.03999998666666701]","[0.24000000332874033, 0.12999999833562975, 0.24000000332874039, 0.24000000332874055, 0.03999998668503899]","[0.25999999666666673, 0.24000000333333313, 0.24000000333333327, 0.24000000333333313, 0.12999999833333337]","[0.25999999667125695, 0.24000000332874055, 0.24000000332874283, 0.2400000033287406, 0.12999999833562975]","[0.20540541323149256, 0.20540541323149247, 0.24324323346063423, 0.24324323346063423, 0.027027025940070504]","[0.20540544535029004, 0.20540544535028976, 0.24324319331213742, 0.2432431933121373, 0.027027042006359008]","[0.24324327367802676, 0.24324323346063428, 0.24324323346063423, 0.24324323346063434, 0.10270270661574628]","[0.24324319331213504, 0.24324319331213748, 0.24324337805723106, 0.2432431933121373, 0.102702722675145]"
107,"[0.22222223222222293, 0.11111111611111282, 0.2222222322222229, 0.12500001799999938, 0.027027029395448217]","[0.22222223192755305, 0.11111111596377697, 0.22222223192755367, 0.1250000085528219, 0.027027029325657627]","[0.2612612354717857, 0.24999996400000082, 0.2500000359999991, 0.24999998800000048, 0.2222221872222187]","[0.26126123623172853, 0.2499999828943564, 0.250000017105644, 0.24999999429811826, 0.22222218825356416]","[0.2432432645590335, 0.13063061773589285, 0.24324323534850617, 0.24324323534850575, 0.027027029395448217]","[0.24324326393091866, 0.13063061811586432, 0.24324323558114155, 0.24324323558114103, 0.02702702932565763]","[0.2612612354717857, 0.24324323534850575, 0.24324326455903394, 0.2432432645590335, 0.12162161767425288]","[0.26126123623172864, 0.24324323558114103, 0.24324326393091866, 0.243243263930919, 0.1216216177905707]","[0.24999998800000026, 0.12499999400000016, 0.2499999640000012, 0.12500001799999969, 0.08333332933333323]","[0.24999999429811814, 0.1249999971490597, 0.2499999828943564, 0.1250000085528219, 0.08333333143270623]","[0.24999998800000026, 0.24999996400000082, 0.2500000359999991, 0.24999998800000048, 0.12499999400000016]","[0.24999999429811814, 0.2499999828943564, 0.250000017105644, 0.24999999429811842, 0.1249999971490597]","[0.22222223222222284, 0.11111111611111257, 0.2222222322222229, 0.22222218722221876, 0.11111111611111035]","[0.22222223192755305, 0.11111111596377636, 0.22222223192755305, 0.22222218825356346, 0.11111111596377654]","[0.22222223222222284, 0.22222223222222243, 0.22222223222222298, 0.2222222322222229, 0.2222221872222187]","[0.22222223192755347, 0.22222223192755317, 0.22222223192755305, 0.22222223192755297, 0.22222218825356416]"
108,"[0.2427183791019405, 0.11764699882351544, 0.1764704982352735, 0.14814814200357032, 0.029126226092233216]","[0.24271846237551586, 0.11764705882352945, 0.17647058823529418, 0.15789471942544966, 0.029126211423366556]","[0.3529409964705472, 0.24271837910193925, 0.29629628400714064, 0.26470583235293227, 0.12135918955096912]","[0.35294117647058837, 0.2427184420670391, 0.31578943885089933, 0.33333330002398137, 0.12135922103351968]","[0.26470583235293144, 0.11764699882351544, 0.1764704982352735, 0.1764706682353139, 0.039215666274505324]","[0.33333330002398137, 0.11764705882352945, 0.17647058823529405, 0.17647058823529407, 0.03921568627450982]","[0.3529409964705472, 0.1764706682353137, 0.1764706682353097, 0.2647058323529314, 0.11764699882351544]","[0.35294117647058837, 0.17647058823529407, 0.17647058823529405, 0.33333330002398137, 0.11764705882352945]","[0.2427183791019405, 0.13106801741505117, 0.24271837910193925, 0.24271837910193828, 0.029126226092233216]","[0.24271846237551595, 0.1310679514051499, 0.2427184420670393, 0.24271844206703852, 0.029126211423366556]","[0.26213603483009895, 0.24271837910193925, 0.24271837910194013, 0.2427183791019405, 0.12135918955096912]","[0.2621359028102992, 0.2427184420670391, 0.24271846237551595, 0.24271846237551528, 0.12135922103351968]","[0.29629628400714064, 0.14814815176260565, 0.22222221788487298, 0.14814814200357032, 0.04938271725420187]","[0.31578943885089905, 0.1578947194254495, 0.2105263366894607, 0.15789471942544966, 0.052631573141816664]","[0.29629630352521125, 0.22222221788487298, 0.29629628400714064, 0.14814815176260598, 0.1111111089424364]","[0.31578943885089905, 0.21052633668946047, 0.31578943885089933, 0.15789471942544972, 0.10526316834473035]"
109,"[0.20540541440540597, 0.08571427471428592, 0.22857142257142865, 0.22857142257142876, 0.027027026527027043]","[0.20540541423513478, 0.08571428407915058, 0.22857143184169876, 0.22857143184169884, 0.027027026536486556]","[0.34285709885714377, 0.24324323874324322, 0.24324323874324352, 0.24324323874324347, 0.11428571128571435]","[0.3428571363166023, 0.24324323882837895, 0.24324323882837817, 0.243243238828379, 0.1142857159208492]","[0.20540541440540597, 0.20540541440540597, 0.2432432319932425, 0.2432432319932426, 0.027027026527027043]","[0.20540541423513478, 0.20540538889054147, 0.24324324487837828, 0.2432432388283777, 0.027027026536486556]","[0.24324326399324342, 0.2432432319932425, 0.2432432387432434, 0.24324323874324338, 0.10270270720270298]","[0.24324324487837828, 0.24324324487837917, 0.24324324487837828, 0.2432432388283777, 0.10270270711756739]","[0.2285714575714283, 0.08571427471428589, 0.2285714225714285, 0.22857142257142876, 0.08571427471428594]","[0.22857143184169945, 0.08571428407915058, 0.22857143184169876, 0.22857143184169884, 0.08571427263320418]","[0.34285709885714377, 0.2285714225714285, 0.2285714575714281, 0.22857145757142783, 0.11428571128571435]","[0.3428571363166023, 0.22857143184169884, 0.22857143184169884, 0.22857143184169937, 0.11428571592084888]","[0.24324323874324322, 0.18018018918017967, 0.24324323874324344, 0.24324323874324347, 0.027027026527027053]","[0.24324323882837895, 0.18018018900991012, 0.24324323882837817, 0.24324323882837823, 0.027027026536486556]","[0.2432432572432428, 0.24324323874324322, 0.24324323874324352, 0.24324323874324347, 0.09009009459008983]","[0.243243256978378, 0.24324323882837895, 0.24324323882837817, 0.243243238828379, 0.09009009450495506]"
110,"[0.2307692436263752, 0.1285714341964286, 0.23076922505494468, 0.1372548854223251, 0.028571429821428754]","[0.23076924315569314, 0.128571432184146, 0.23076922526413654, 0.13725488602777092, 0.028571429374254696]","[0.28205126062270863, 0.24285713160714253, 0.2745097708446502, 0.24285713160714203, 0.12857143419642839]","[0.28205126140717773, 0.24285713563170788, 0.27450977205554183, 0.242857135631708, 0.128571432184146]","[0.2307692436263752, 0.14102563031135384, 0.23076922505494468, 0.23076922505494454, 0.07692308120879147]","[0.23076924315569314, 0.14102563070358912, 0.23076922526413657, 0.23076922526413668, 0.0769230810518978]","[0.2820512606227077, 0.23076922505494454, 0.2307692436263752, 0.23076924362637496, 0.11538462181318758]","[0.28205126140717773, 0.23076922526413646, 0.23076924315569314, 0.2307692431556934, 0.11538462157784664]","[0.24285713160714212, 0.12857143419642839, 0.2428571316071424, 0.24285713160714203, 0.028571429821428754]","[0.24285713563170763, 0.128571432184146, 0.242857135631708, 0.24285713563170763, 0.028571429374254696]","[0.25714286839285877, 0.24285713160714253, 0.2428571316071424, 0.24285713160714203, 0.12857143419642839]","[0.257142864368292, 0.242857135631708, 0.24285713563170822, 0.24285713563170763, 0.128571432184146]","[0.2352941061086026, 0.2352941061085952, 0.23529414533936244, 0.1372548854223251, 0.05882353633484025]","[0.2352941065310032, 0.2352941065310034, 0.2352941443255929, 0.13725488602777092, 0.05882353608139815]","[0.23529414533936446, 0.2352941453393625, 0.2745097708446502, 0.23529410610859922, 0.11764705305429773]","[0.2352941443255926, 0.23529414432559276, 0.27450977205554183, 0.23529410653100336, 0.1176470532655017]"
111,"[0.24324322074324037, 0.10022524022522752, 0.130630649380633, 0.1818181893181807, 0.027027024527026672]","[0.2432432326227933, 0.10022523637014452, 0.13063063948100645, 0.1818181864907108, 0.027027025846976437]","[0.3636363373863665, 0.243243220743239, 0.24324322074324037, 0.27272726335227315, 0.12162161037161962]","[0.36363634728251387, 0.2432432326227903, 0.2432432326227933, 0.27272726688661464, 0.12162161631139665]","[0.2727272633522731, 0.18181816869318326, 0.18181816869318326, 0.1818181893181807, 0.030303031553030126]","[0.27272726688661575, 0.18181817364125924, 0.1818181736412569, 0.18181818649071083, 0.03030303108178493]","[0.3636363373863665, 0.1818181893181807, 0.18181818931818075, 0.2727272633522731, 0.09090909465909035]","[0.3636363472825138, 0.18181818649071083, 0.18181818649071083, 0.2727272668866136, 0.09090909324535541]","[0.24324322074324037, 0.10022524022522794, 0.22522523522523297, 0.22522523522523283, 0.08108107358107926]","[0.2432432326227933, 0.10022523637014452, 0.22522522994541777, 0.22522522994542654, 0.08108107754093592]","[0.3006757206756829, 0.22522523522523313, 0.24324322074324037, 0.24324322074324037, 0.11261261761261637]","[0.30067570911043356, 0.22522522994542654, 0.2432432326227933, 0.2432432326227933, 0.1126126149727114]","[0.24324322074324037, 0.243243220743239, 0.13063064938063965, 0.24324322074323834, 0.02702702452702648]","[0.2432432326227933, 0.24324323262278816, 0.13063063948100645, 0.24324323262278796, 0.02702702584697644]","[0.26126129876126486, 0.243243220743239, 0.24324322074324037, 0.24324322074323834, 0.1216216103716182]","[0.2612612789620129, 0.2432432326227903, 0.2432432326227933, 0.24324323262278796, 0.12162161631139665]"
112,"[0.14285720285714235, 0.09411763393382389, 0.22222223622222192, 0.1411765305882345, 0.03137254464460796]","[0.1428571566583616, 0.0931263805730786, 0.22222223558043902, 0.13968959709896905, 0.03104212685769286]","[0.2857141257142816, 0.28571398571428064, 0.28571440571428974, 0.2823529018014708, 0.14285720285714235]","[0.2857142489110359, 0.2857142489110359, 0.2857143133167236, 0.27937914171923633, 0.14285715665836163]","[0.2823529018014708, 0.09411763393382389, 0.2352940051470603, 0.1411765305882345, 0.03137254464460796]","[0.2793791417192355, 0.0931263805730786, 0.2749445671620514, 0.13968959709896905, 0.031042126857692868]","[0.28235290180147166, 0.2352940051470603, 0.282353061176469, 0.2823529018014708, 0.05882350128676497]","[0.2793791417192358, 0.2749445671620514, 0.27937919419793694, 0.27937914171923633, 0.06873614179051232]","[0.2222222182222221, 0.22222221822222285, 0.22222223622222192, 0.22222221822222188, 0.05555554855555559]","[0.22222221840558887, 0.2222222184055886, 0.22222223558043902, 0.2222222184055892, 0.05555554887644719]","[0.22222223622222342, 0.2222222362222226, 0.27777774277777806, 0.22222223622222137, 0.11111110911111055]","[0.22222223558043955, 0.22222223558043896, 0.27777774438223674, 0.2222222355804375, 0.11111110920279443]","[0.14285720285714235, 0.1428570628571411, 0.2857139857142814, 0.14285720285714468, 0.07142860142857244]","[0.1428571566583616, 0.14285712445551713, 0.2857142489110359, 0.1428571566583618, 0.07142857832918088]","[0.2857141257142816, 0.2857139857142814, 0.2857144057142903, 0.14285720285714468, 0.14285720285714235]","[0.2857142489110359, 0.2857142489110359, 0.2857143133167236, 0.14285715665836196, 0.14285715665836163]"
113,"[0.2222222302222202, 0.0833333363333339, 0.07692307942307687, 0.22222223022221876, 0.05882352581176468]","[0.22222222222222202, 0.08333333991312805, 0.07692307929911398, 0.22222222222222246, 0.058823529411764726]","[0.30065361717124217, 0.23529410324705835, 0.23529410324705852, 0.23529410324705857, 0.23076920576922746]","[0.30065358526709385, 0.235294117647059, 0.23529411764705904, 0.23529411764705885, 0.2307692070088595]","[0.23529410324705852, 0.15032680858562097, 0.23529410324705802, 0.23529410324705835, 0.05882352581176468]","[0.23529411764705946, 0.15032679263354667, 0.2352941176470589, 0.23529411764705893, 0.058823529411764726]","[0.30065361717124217, 0.23529410324705835, 0.23529410324705852, 0.23529410324705835, 0.07843136774901945]","[0.30065358526709385, 0.2352941176470586, 0.2352941176470589, 0.23529411764705946, 0.07843138680524171]","[0.2222222302222202, 0.08333333633332983, 0.22222219422223224, 0.22222223022221876, 0.1111111151111113]","[0.22222222222222202, 0.08333333991312805, 0.22222222222222246, 0.22222222222222196, 0.11111111111111083]","[0.2500000089999895, 0.22222223022222, 0.2222221942222404, 0.2222222302222202, 0.2222222302222202]","[0.2500000197393847, 0.22222222222222235, 0.2222222222222226, 0.22222222222222196, 0.22222222222222202]","[0.23076923826923063, 0.23076920576922638, 0.07692307942307687, 0.2307692057692276, 0.07692307942307783]","[0.2307692378973419, 0.2307692070088596, 0.07692307929911398, 0.23076923789734224, 0.07692307929911398]","[0.23076923826923063, 0.2307692382692324, 0.2307692057692276, 0.23076923826923273, 0.23076920576922746]","[0.2307692378973419, 0.23076923789734224, 0.23076923789734224, 0.23076923789734224, 0.23076920700885978]"
