Trial,entani論文のPartialIncorporation_wᴸ,解の非唯一性考慮のPartialIncorporation_wᴸ,entani論文のPartialIncorporation_wᵁ,解の非唯一性考慮のPartialIncorporation_wᵁ,entani論文のPartialIncorporation_wᴸ_1,解の非唯一性考慮のPartialIncorporation_wᴸ_1,entani論文のPartialIncorporation_wᵁ_1,解の非唯一性考慮のPartialIncorporation_wᵁ_1,entani論文のPartialIncorporation_wᴸ_2,解の非唯一性考慮のPartialIncorporation_wᴸ_2,entani論文のPartialIncorporation_wᵁ_2,解の非唯一性考慮のPartialIncorporation_wᵁ_2,entani論文のPartialIncorporation_wᴸ_3,解の非唯一性考慮のPartialIncorporation_wᴸ_3,entani論文のPartialIncorporation_wᵁ_3,解の非唯一性考慮のPartialIncorporation_wᵁ_3,entani論文のPartialIncorporation_Ŵ,解の非唯一性考慮のPartialIncorporation_Ŵ
290,"[0.23809524378489327, 0.2380952329228243, 0.23809524378489327, 0.2380952329228243, 0.04761904658456487]","[0.23809523809523808, 0.23809523809523808, 0.23809523809523808, 0.23809523197278915, 0.047619047619047616]","[0.23809524378489327, 0.2380952329228243, 0.23809524378489327, 0.2380952329228243, 0.04761904658456487]","[0.23809524421768702, 0.23809523809523808, 0.23809523809523808, 0.23809523197278915, 0.047619047619047616]","[0.23809523786012832, 0.14965986407992668, 0.23809522810867262, 0.23809522810867262, 0.04761904757202566]","[0.23809523809523808, 0.1496598639455782, 0.23809523809523808, 0.23809523809523808, 0.04761903843154659]","[0.29931972815985336, 0.23809522810867262, 0.23809523786012832, 0.23809523786012832, 0.07482993203996334]","[0.2993197278911564, 0.23809523809523808, 0.23809523809523808, 0.23809523809523808, 0.0748299319727891]","[0.16666663894252998, 0.2380952329228243, 0.23809524378489327, 0.11904762449589446, 0.04761904875697866]","[0.20238092007326305, 0.23809523809523808, 0.23809523809523803, 0.11904761904761901, 0.047619047619047616]","[0.23809524378489327, 0.23809524378489327, 0.2380952489917889, 0.2380952329228243, 0.16666663894252998]","[0.23809523809523808, 0.23809523809523808, 0.23809523809523803, 0.23809523809523808, 0.20238092007326305]","[0.2380952329228243, 0.13492063561029008, 0.2380952329228243, 0.2380952329228243, 0.04761904658456486]","[0.23809523197278912, 0.13492063798185938, 0.23809523197278912, 0.23809523197278912, 0.04761904639455782]","[0.26984127122058016, 0.2380952329228243, 0.2380952437848933, 0.2380952329228243, 0.11904761646141215]","[0.26984127596371876, 0.23809523197278912, 0.23809523809523808, 0.23809523197278912, 0.11904761598639456]","[[0.23809524378489327, 0.2380952329228243, 0.23809523786012832, 0.23809523786012832, 0.04761904757202566], [0.23809524378489327, 0.2380952329228243, 0.23809524378489327, 0.2380952329228243, 0.04761904658456487], [0.23809524378489327, 0.2380952329228243, 0.2380952437848933, 0.2380952329228243, 0.04761904658456487]]","[[0.23809523809523808, 0.23809523809523808, 0.23809523809523808, 0.23809523809523808, 0.047619047619047616], [0.23809523809523808, 0.23809523809523808, 0.23809523809523808, 0.23809523809523808, 0.047619047619047616], [0.23809524421768702, 0.23809523809523808, 0.23809523809523808, 0.23809523197278915, 0.047619047619047616]]"
291,"[0.24999998800000023, 0.18333336533333186, 0.23333335333333394, 0.23333335333333394, 0.0833333293333334]","[0.25000000821800566, 0.18333332703000765, 0.23333335333333516, 0.23333335333333516, 0.08333333607266856]","[0.24999998800000023, 0.19999997599999852, 0.2499999640000006, 0.2352940926470582, 0.0833333293333334]","[0.2666666302306535, 0.18333332703000765, 0.24999997534598298, 0.2352940926470586, 0.08333333607266856]","[0.2352941776470603, 0.13235291117646986, 0.2352940926470582, 0.2352940926470582, 0.05882354441176507]","[0.23529417764705934, 0.1323529111764703, 0.2352940926470586, 0.2352940926470586, 0.058823544411764836]","[0.2647058223529397, 0.2352940926470582, 0.2352941776470603, 0.2352941776470603, 0.13235291117646986]","[0.2647058223529406, 0.2352940926470586, 0.23529417764705934, 0.23529417764705934, 0.1323529111764703]","[0.2499999880000002, 0.12499999400000011, 0.2499999640000006, 0.12500001799999969, 0.0833333293333334]","[0.25000000821800566, 0.12500000410900283, 0.24999997534598298, 0.12500000410900283, 0.08333333607266856]","[0.24999998800000023, 0.2499999640000006, 0.25000003599999937, 0.2499999880000002, 0.1249999940000001]","[0.25000000821800566, 0.24999997534598298, 0.25000000821800566, 0.25000000821800566, 0.12500000410900283]","[0.23333335333333394, 0.13333332333333303, 0.2333333283333332, 0.2333333283333332, 0.06666666166666652]","[0.23333335333333516, 0.13333332333333242, 0.2333333283333329, 0.2333333283333329, 0.06666666166666621]","[0.26666664666666606, 0.2333333283333332, 0.23333335333333394, 0.23333335333333394, 0.13333332333333303]","[0.26666664666666484, 0.2333333283333329, 0.23333335333333516, 0.23333335333333516, 0.13333332333333242]","[[0.24999998800000023, 0.19607841237254792, 0.2352941776470603, 0.2352940926470582, 0.0833333293333334], [0.24999998800000023, 0.18333336533333186, 0.2499999640000006, 0.23333335333333394, 0.0833333293333334], [0.24999998800000023, 0.19999997599999852, 0.23333335333333394, 0.23333335333333394, 0.0833333293333334]]","[[0.2627451516032065, 0.18333332703000765, 0.2352940926470586, 0.2352940926470586, 0.08333333607266856], [0.25000000821800566, 0.18333332703000765, 0.24999997534598298, 0.23333335333333516, 0.08333333607266856], [0.2666666302306535, 0.18333332703000765, 0.23333335333333516, 0.23333335333333516, 0.08333333607266856]]"
292,"[0.24000002250000033, 0.2361904283058608, 0.2380952496336995, 0.2380952496336995, 0.03407990946441283]","[0.24000002250000035, 0.2361904283058592, 0.2380952496337002, 0.2380952496337002, 0.03407987502563471]","[0.24324322074324214, 0.23999999124999985, 0.24324322074324214, 0.24324322074324214, 0.0476190499267399]","[0.24324323222283536, 0.23999999124999985, 0.24324323222283536, 0.24324323222283536, 0.04761904992674005]","[0.24324322074324214, 0.13063064938063154, 0.24324322074324214, 0.24324322074324214, 0.027027024527026905]","[0.24324323222283536, 0.13063063981430384, 0.24324323222283536, 0.24324323222283536, 0.027027025802537262]","[0.2612612987612631, 0.24324322074324214, 0.24324322074324214, 0.24324322074324214, 0.12162161037162107]","[0.2612612796286077, 0.24324323222283536, 0.24324323222283536, 0.24324323222283536, 0.12162161611141768]","[0.2380952496336995, 0.13492062530525045, 0.23809523347985354, 0.23809523347985354, 0.0476190499267399]","[0.23809524963370024, 0.1349206253052498, 0.2380952334798532, 0.2380952334798532, 0.04761904992674004]","[0.2698412506105009, 0.23809523347985354, 0.2380952496336995, 0.2380952496336995, 0.11904762481684975]","[0.2698412506104996, 0.2380952334798532, 0.23809524963370024, 0.23809524963370024, 0.11904762481685012]","[0.23999999124999985, 0.23999999124999985, 0.186666684166667, 0.23999999124999985, 0.040000003750000054]","[0.23999999124999985, 0.23999999124999985, 0.18666668416666693, 0.23999999124999985, 0.04000000375000006]","[0.24000002250000033, 0.23999999124999985, 0.23999999124999985, 0.23999999124999985, 0.0933333420833335]","[0.24000002250000035, 0.23999999124999985, 0.23999999124999985, 0.23999999124999985, 0.09333334208333346]","[[0.24324322074324214, 0.2361904283058608, 0.24324322074324214, 0.24324322074324214, 0.03407990946441283], [0.24000002250000033, 0.2361904283058608, 0.2380952496336995, 0.2380952496336995, 0.0476190499267399], [0.24000002250000033, 0.23999999124999985, 0.23999999125, 0.23999999124999985, 0.040000003750000054]]","[[0.24324323222283536, 0.2361904283058592, 0.24324323222283536, 0.24324323222283536, 0.03407987502563471], [0.24000002250000035, 0.2361904283058592, 0.2380952496337002, 0.2380952496337002, 0.04761904992674005], [0.24000002250000035, 0.23999999124999985, 0.23999999124999985, 0.23999999124999985, 0.04000000375000006]]"
293,"[0.22222236222221559, 0.18181820806818272, 0.18181820806818272, 0.22222218222222412, 0.09090908340909065]","[0.2413792995755972, 0.18750002475585975, 0.18750002475585975, 0.2413792995755972, 0.08836207651734856]","[0.3040752111097176, 0.22222218222222412, 0.24137928934482633, 0.24137928934482633, 0.11111109111111206]","[0.28987065503865983, 0.18750002475585975, 0.2413792995755972, 0.2413792995755972, 0.12068964013262644]","[0.22222218222222412, 0.11111118111110779, 0.11111109111111206, 0.11111109111111206, 0.11111109111111206]","[0.2413792995755972, 0.1206896497877986, 0.12068964013262644, 0.1206896497877986, 0.12068964013262644]","[0.22222236222221559, 0.22222218222222412, 0.22222218222222412, 0.22222218222222412, 0.22222218222222412]","[0.2413792995755972, 0.24137928026525288, 0.2413792995755972, 0.2413792995755972, 0.2413792995755972]","[0.27272725022727196, 0.1818181461931806, 0.1818181461931806, 0.18181820806818272, 0.06060606935606091]","[0.28124998762207015, 0.18749999174804677, 0.18749999174804677, 0.18750002475585975, 0.06250000825195325]","[0.3636362923863612, 0.18181820806818272, 0.18181820806818272, 0.27272725022727196, 0.09090908340909065]","[0.37499998349609354, 0.18750002475585975, 0.18750002475585975, 0.28124998762207015, 0.09374999587402338]","[0.24137928934482633, 0.13218392554597808, 0.24137928934482633, 0.24137928934482633, 0.034482755620689476]","[0.2413792995755972, 0.13218391702033566, 0.2413792995755972, 0.2413792995755972, 0.03448275708222817]","[0.26436785109195615, 0.24137928934482633, 0.24137928934482633, 0.24137928934482633, 0.12068964467241317]","[0.2643678340406713, 0.2413792995755972, 0.2413792995755972, 0.2413792995755972, 0.1206896497877986]","[[0.22222236222221559, 0.22222218222222412, 0.22222218222222412, 0.22222218222222412, 0.11111109111111206], [0.3040752111097176, 0.18181820806818272, 0.18181820806818272, 0.24137928934482633, 0.09090908340909065], [0.24451412983307397, 0.18181820806818272, 0.24137928934482633, 0.24137928934482633, 0.09090908340909065]]","[[0.2413792995755972, 0.18750002475585975, 0.20905173596031934, 0.2413792995755972, 0.12068964013262644], [0.28987065503865983, 0.18750002475585975, 0.18750002475585975, 0.2413792995755972, 0.09374999587402338], [0.2413792995755972, 0.18750002475585975, 0.2413792995755972, 0.2413792995755972, 0.08836207651734856]]"
294,"[0.2647058223529384, 0.16594058525418098, 0.22222226722222221, 0.22222226722222221, 0.09876540709876541]","[0.2647058223529443, 0.17245658617927673, 0.22580646291725132, 0.22580646291725132, 0.09224940617365862]","[0.2692306792307634, 0.18755937922602683, 0.23529409264705764, 0.23529409264705764, 0.09876540709876541]","[0.2791562992204424, 0.17245658617927673, 0.23529409264706014, 0.23529409264706014, 0.09677418876577826]","[0.23529417764706162, 0.1323529111764692, 0.23529409264705764, 0.23529409264705764, 0.058823544411765405]","[0.23529417764705568, 0.13235291117647216, 0.23529409264706014, 0.23529409264706014, 0.05882354441176392]","[0.2647058223529384, 0.23529409264705764, 0.23529417764706162, 0.23529417764706162, 0.1323529111764692]","[0.2647058223529443, 0.23529409264706014, 0.23529417764705568, 0.23529417764705568, 0.13235291117647216]","[0.2307693207692366, 0.1346153396153817, 0.2307691907692282, 0.2307691907692282, 0.07692310692307887]","[0.23076922505494504, 0.13461538747252746, 0.23076922505494504, 0.23076922505494504, 0.07692307501831501]","[0.2692306792307634, 0.2307691907692282, 0.2307693207692366, 0.23076932076923662, 0.1346153396153817]","[0.26923077494505493, 0.23076922505494504, 0.23076922505494504, 0.23076922505494504, 0.13461538747252746]","[0.22222226722222221, 0.14814811064814812, 0.22222226722222221, 0.22222226722222221, 0.09876540709876541]","[0.22580646291725132, 0.14516128314866739, 0.22580644943899014, 0.22580644943899014, 0.09677418876577826]","[0.29629622129629624, 0.22222226722222221, 0.22222226722222221, 0.22222226722222221, 0.11111113361111111]","[0.29032256629733477, 0.22580644943899014, 0.22580646291725132, 0.22580646291725132, 0.11290322471949507]","[[0.2647058223529384, 0.16594058525418098, 0.23529409264705764, 0.23529409264705764, 0.09876540709876541], [0.2692306792307634, 0.17046527213199794, 0.2307693207692366, 0.23076932076923662, 0.09876540709876541], [0.2692306792307634, 0.18755937922602683, 0.22222226722222221, 0.22222226722222221, 0.09876540709876541]]","[[0.2647058223529443, 0.17245658617927673, 0.23529409264706014, 0.23529409264706014, 0.09224940617365862], [0.26923077494505493, 0.17245658617927673, 0.23076922505494504, 0.23076922505494504, 0.09677418876577826], [0.2791562992204424, 0.17245658617927673, 0.22580646291725132, 0.22580646291725132, 0.09677418876577826]]"
295,"[0.2222222422222225, 0.22222222222222224, 0.2413793253448268, 0.22222222222222224, 0.048048115548056464]","[0.22222223650793663, 0.22222223650793663, 0.24137932534482606, 0.22222223650793663, 0.04804806682355509]","[0.2432432207432404, 0.22222222222222224, 0.24999998499999973, 0.2432432207432404, 0.08333332833333326]","[0.2432432322228361, 0.22222223650793663, 0.24999996785714282, 0.2432432322228361, 0.08333332261904754]","[0.22222222222222224, 0.22222222222222224, 0.22222222222222224, 0.22222222222222224, 0.08333332833333326]","[0.22222223650793663, 0.2222222107936507, 0.22222223650793663, 0.2222222107936507, 0.08333332261904754]","[0.2222222422222225, 0.22222222222222224, 0.24999998499999979, 0.22222222222222224, 0.11111111111111112]","[0.22222223650793663, 0.22222223650793663, 0.2499999678571426, 0.22222223650793663, 0.11111110539682535]","[0.2413793103448276, 0.1321839030459773, 0.24137931034482757, 0.24137931034482757, 0.034482758620689655]","[0.24137931034482762, 0.13218390304597757, 0.24137931034482762, 0.24137931034482762, 0.034482758620689655]","[0.2643678060919546, 0.24137931034482757, 0.2413793253448268, 0.24137931034482757, 0.1206896551724138]","[0.26436780609195515, 0.24137931034482762, 0.24137932534482606, 0.24137931034482762, 0.12068965517241381]","[0.2432432207432404, 0.13063064938063298, 0.2432432207432404, 0.2432432207432404, 0.02702702452702671]","[0.2432432322228361, 0.13063063981430323, 0.2432432322228361, 0.2432432322228361, 0.027027025802537345]","[0.26126129876126597, 0.2432432207432404, 0.2432432207432404, 0.2432432207432404, 0.1216216103716202]","[0.26126127962860646, 0.2432432322228361, 0.2432432322228361, 0.2432432322228361, 0.12162161611141804]","[[0.2222222422222225, 0.22222222222222224, 0.24999998499999973, 0.22222222222222224, 0.08333332833333326], [0.2432432207432404, 0.22222222222222224, 0.2413793253448268, 0.24137931034482757, 0.05177592134488307], [0.2432432207432404, 0.22222222222222224, 0.2432432207432404, 0.2432432207432404, 0.048048115548056464]]","[[0.22222223650793663, 0.22222223650793663, 0.24999996785714282, 0.22222223650793663, 0.08333332261904754], [0.2432432322228361, 0.22222223650793663, 0.24137932534482606, 0.24137931034482762, 0.05177589557957356], [0.2432432322228361, 0.22222223650793663, 0.2432432322228361, 0.2432432322228361, 0.04804806682355509]]"
296,"[0.26086961021739097, 0.18181817924675311, 0.18181819338961103, 0.24324323291537378, 0.07082574470510838]","[0.2608695652173913, 0.18181819423197512, 0.18181819423197512, 0.24324326811166652, 0.0531994316780976]","[0.2928106137883978, 0.18181817924675311, 0.24324323291537378, 0.27272726887012966, 0.07082574470510838]","[0.3399209117462856, 0.18181819423197512, 0.26086954076086943, 0.24324326811166652, 0.0531994316780976]","[0.24324323291537378, 0.1467181526197864, 0.24324323291537378, 0.24324323291537378, 0.027027025879485977]","[0.2432432681116665, 0.14671813250761914, 0.24324323403271608, 0.24324323403271608, 0.027027029790185165]","[0.2934363052395728, 0.24324323291537378, 0.24324323291537378, 0.24324323291537378, 0.0733590763098932]","[0.2934362650152383, 0.24324323403271608, 0.2432432681116665, 0.2432432681116665, 0.07335906625380957]","[0.2608695412173915, 0.08695653673913031, 0.21739130734782608, 0.13043477060869574, 0.043478256869565246]","[0.2608695652173913, 0.08695652173913043, 0.26086954076086943, 0.13043478260869565, 0.043478260869565216]","[0.26086961021739097, 0.21739130734782608, 0.2608695412173915, 0.2608695412173915, 0.13043477060869574]","[0.2608695652173913, 0.26086954076086943, 0.2608695652173913, 0.2608695652173913, 0.13043478260869565]","[0.27272726887012966, 0.1212121194978354, 0.18181817924675311, 0.18181817924675311, 0.0404040398326118]","[0.3282828165586902, 0.12121212948798342, 0.18181819423197512, 0.18181819423197512, 0.040404043162661135]","[0.36363635849350623, 0.18181817924675311, 0.18181819338961103, 0.27272726887012966, 0.09090908962337656]","[0.36363638846395024, 0.18181819423197512, 0.18181819423197512, 0.3282828165586902, 0.09090909711598756]","[[0.26086961021739097, 0.18181817924675311, 0.24324323291537378, 0.24324323291537378, 0.07082574470510838], [0.26086961021739097, 0.18181817924675311, 0.22561692461335603, 0.2608695412173915, 0.07082574470510838], [0.2928106137883978, 0.18181817924675311, 0.18181819338961103, 0.27272726887012966, 0.07082574470510838]]","[[0.2784958719455447, 0.18181819423197512, 0.24324323403271608, 0.24324326811166652, 0.0531994316780976], [0.2608695652173913, 0.18181819423197512, 0.26086954076086943, 0.24324326811166652, 0.0531994316780976], [0.3399209117462856, 0.18181819423197512, 0.18181819423197512, 0.24324326811166652, 0.0531994316780976]]"
297,"[0.24999998000000145, 0.21846853221847023, 0.2432432207432404, 0.18750004499999678, 0.045045046295047464]","[0.24999994489583657, 0.17567581454712308, 0.2432432427670528, 0.2432432603860992, 0.08108105289415092]","[0.24999998000000145, 0.2499999800000014, 0.24999998000000145, 0.2432432207432404, 0.06250001499999892]","[0.25675659550435875, 0.17567581454712308, 0.24999989337557477, 0.24999994489583657, 0.0810810867953664]","[0.18750000499999958, 0.12499999000000073, 0.24999998000000145, 0.12499999000000073, 0.06250001499999892]","[0.2432432603860992, 0.12499997244791829, 0.24999989337557477, 0.12499994668778738, 0.0810810867953664]","[0.24999998000000145, 0.24999998000000145, 0.24999998000000145, 0.18750004499999678, 0.18750000499999958]","[0.24999994489583657, 0.24999989337557477, 0.24999989337557477, 0.2432432603860992, 0.2432432603860992]","[0.2432432207432404, 0.13063064938063298, 0.2432432207432404, 0.2432432207432404, 0.02702702452702671]","[0.2432432427670528, 0.13063062515444046, 0.2432432427670528, 0.2432432427670528, 0.027027028931788797]","[0.26126129876126597, 0.2432432207432404, 0.2432432207432404, 0.2432432207432404, 0.1216216103716202]","[0.2612612503088809, 0.2432432427670528, 0.2432432427670528, 0.2432432603860992, 0.1216216213835264]","[0.2432432207432404, 0.13513513888514234, 0.12162162537161872, 0.2432432207432404, 0.04504504629504744]","[0.24999994489583657, 0.12500008265624515, 0.12499997244791829, 0.24999994489583657, 0.041666694218748385]","[0.2702702777702847, 0.24324325074323744, 0.2432432207432404, 0.2432432207432404, 0.12162162537161872]","[0.2500001653124903, 0.24999994489583657, 0.24999994489583657, 0.24999994489583657, 0.12499997244791829]","[[0.24999998000000145, 0.2499999800000014, 0.24999998000000145, 0.18750004499999678, 0.06250001499999892], [0.24999998000000145, 0.21846853221847023, 0.2432432207432404, 0.2432432207432404, 0.045045046295047464], [0.24999998000000145, 0.21846853221847023, 0.2432432207432404, 0.2432432207432404, 0.04504504629504744]]","[[0.24999994489583657, 0.17567581454712308, 0.24999989337557477, 0.2432432603860992, 0.0810810867953664], [0.25675659550435875, 0.17567581454712308, 0.2432432427670528, 0.2432432603860992, 0.0810810867953664], [0.24999994489583657, 0.17567581454712308, 0.2432432427670528, 0.24999994489583657, 0.08108105289415092]]"
298,"[0.26984130109126925, 0.20074691591016502, 0.23529412715925418, 0.23529412715925418, 0.04554088889299257]","[0.2698412870826497, 0.2007469299187863, 0.23529412715925327, 0.2352941271592533, 0.04554084641047379]","[0.26984130109126925, 0.20074691591016502, 0.24193544705278663, 0.24193544705278663, 0.05882352868005737]","[0.2698412870826497, 0.2007469299187863, 0.24193546829404505, 0.24193546829404505, 0.05882352868005744]","[0.23809521934523845, 0.13492065054563462, 0.23809521934523845, 0.23809521934523845, 0.04761904386904769]","[0.23809522775041014, 0.13492064354132485, 0.23809522775041014, 0.23809522775041014, 0.04761904555008203]","[0.26984130109126925, 0.23809521934523845, 0.23809521934523845, 0.23809521934523845, 0.11904760967261922]","[0.2698412870826497, 0.23809522775041014, 0.23809522775041014, 0.23809522775041014, 0.11904761387520507]","[0.23529412715925418, 0.13725489403395488, 0.23529411472022949, 0.23529411472022949, 0.05882352868005737]","[0.2352941271592533, 0.1372548940339556, 0.23529411472022976, 0.23529411472022976, 0.05882352868005744]","[0.27450978806790977, 0.23529411472022949, 0.23529412715925418, 0.23529412715925418, 0.11764706357962709]","[0.2745097880679112, 0.23529411472022976, 0.23529412715925327, 0.2352941271592533, 0.11764706357962665]","[0.24193544705278663, 0.1451613189589437, 0.24193544705278663, 0.24193544705278663, 0.03225807087976527]","[0.24193546829404505, 0.14516130243796502, 0.24193546829404505, 0.24193546829404505, 0.03225806720843667]","[0.2903226379178874, 0.24193544705278663, 0.24193544705278663, 0.24193544705278663, 0.08064514901759555]","[0.29032260487593003, 0.24193546829404505, 0.24193546829404505, 0.24193546829404505, 0.08064515609801502]","[[0.26984130109126925, 0.20074691591016502, 0.23809521934523845, 0.23809521934523845, 0.05322134430808878], [0.26984130109126925, 0.20074691591016502, 0.23529412715925418, 0.23529412715925418, 0.05882352868005737], [0.26984130109126925, 0.20074691591016502, 0.24193544705278663, 0.24193544705278663, 0.04554088889299257]]","[[0.2698412870826497, 0.2007469299187863, 0.23809522775041014, 0.23809522775041014, 0.053221327497743776], [0.2698412870826497, 0.2007469299187863, 0.23529412715925327, 0.2352941271592533, 0.05882352868005744], [0.2698412870826497, 0.2007469299187863, 0.24193546829404505, 0.24193546829404505, 0.04554084641047379]]"
299,"[0.261261298761261, 0.20932691824017324, 0.23529412715925418, 0.23529412715925418, 0.04292534151207883]","[0.2612612796286075, 0.20868350509667188, 0.23529412715925327, 0.2352941271592533, 0.04356875082904965]","[0.261261298761261, 0.20932691824017324, 0.24324322074324342, 0.24324322074324342, 0.05882352868005737]","[0.261904711904764, 0.20868350509667188, 0.24324323222283548, 0.24324323222283548, 0.05882352868005744]","[0.23809528809524216, 0.13095235595237892, 0.23809521809523648, 0.23809521809523648, 0.04761905761904843]","[0.238095288095236, 0.130952355952382, 0.2380952180952389, 0.2380952180952389, 0.0476190576190472]","[0.26190471190475784, 0.23809521809523648, 0.23809528809524214, 0.23809528809524216, 0.13095235595237892]","[0.261904711904764, 0.2380952180952389, 0.238095288095236, 0.238095288095236, 0.130952355952382]","[0.23529412715925418, 0.13725489403395488, 0.23529411472022949, 0.23529411472022949, 0.05882352868005737]","[0.2352941271592533, 0.1372548940339556, 0.23529411472022976, 0.23529411472022976, 0.05882352868005744]","[0.27450978806790977, 0.23529411472022949, 0.23529412715925418, 0.23529412715925418, 0.11764706357962709]","[0.2745097880679112, 0.23529411472022976, 0.23529412715925327, 0.2352941271592533, 0.11764706357962665]","[0.24324322074324342, 0.1306306493806305, 0.24324322074324342, 0.24324322074324342, 0.027027024527027047]","[0.24324323222283548, 0.13063063981430376, 0.24324323222283548, 0.24324323222283548, 0.027027025802537276]","[0.261261298761261, 0.24324322074324342, 0.24324322074324342, 0.24324322074324342, 0.12162161037162171]","[0.2612612796286075, 0.24324323222283548, 0.24324323222283548, 0.24324323222283548, 0.12162161611141774]","[[0.261261298761261, 0.20932691824017324, 0.23809528809524214, 0.23809528809524216, 0.053221206808081456], [0.261261298761261, 0.20932691824017324, 0.23529412715925418, 0.23529412715925418, 0.05882352868005737], [0.261261298761261, 0.20932691824017324, 0.24324322074324342, 0.24324322074324342, 0.04292534151207883]]","[[0.261904711904764, 0.20868350509667188, 0.238095288095236, 0.238095288095236, 0.053221206808092114], [0.261904711904764, 0.20868350509667188, 0.23529412715925327, 0.2352941271592533, 0.05882352868005744], [0.2612612796286075, 0.20868350509667188, 0.24324323222283548, 0.24324323222283548, 0.04356875082904965]]"
300,"[0.2352941005042014, 0.1666667116666681, 0.23529410050420296, 0.1666667116666681, 0.0588235979831927]","[0.23529410764705988, 0.16666671166666225, 0.23529410764705988, 0.16666671166666225, 0.0588235694117622]","[0.3115466723871745, 0.2352941005042014, 0.29629630629629655, 0.23529410050420155, 0.0588235979831927]","[0.3333332433333422, 0.2352941076470582, 0.2745097639215708, 0.23529410764705988, 0.0588235694117622]","[0.29629630629629655, 0.16666662166666527, 0.1666667116666681, 0.16666662166666527, 0.03703702703703673]","[0.3148148648148099, 0.1666666216666711, 0.16666671166666225, 0.1666666216666711, 0.03703702703703802]","[0.33333324333333053, 0.1666667116666681, 0.29629630629629655, 0.1666667116666681, 0.16666662166666527]","[0.3333332433333422, 0.16666671166666225, 0.3148148648148099, 0.16666671166666225, 0.1666666216666711]","[0.23529410050420155, 0.13725491624649827, 0.23529410050420155, 0.23529410050420155, 0.05882352512605074]","[0.23529410764705988, 0.13725491029411674, 0.23529410764705988, 0.23529410764705988, 0.05882352691176497]","[0.27450983249299654, 0.23529410050420155, 0.23529410050420296, 0.23529410050420155, 0.11764705025210077]","[0.2745098205882335, 0.23529410764705988, 0.23529410764705988, 0.23529410764705988, 0.11764705382352994]","[0.2352941005042014, 0.2352941005042014, 0.1372549162464988, 0.2352941005042014, 0.05882352512605035]","[0.2352941076470582, 0.2352941076470582, 0.13725491029411765, 0.2352941076470582, 0.05882352691176455]","[0.2352941005042014, 0.2745098324929976, 0.2352941005042014, 0.2352941005042014, 0.11764705025210077]","[0.23529410764705988, 0.2745098205882353, 0.2352941076470582, 0.2352941076470582, 0.1176470538235291]","[[0.3115466723871745, 0.1666667116666681, 0.29629630629629655, 0.1666667116666681, 0.0588235979831927], [0.27450983249299654, 0.19607836851540628, 0.23529410050420296, 0.23529410050420155, 0.0588235979831927], [0.2352941005042014, 0.2352941005042014, 0.23529410050420296, 0.23529410050420155, 0.0588235979831927]]","[[0.3333332433333422, 0.16666671166666225, 0.2745097639215708, 0.16666671166666225, 0.0588235694117622], [0.2745098205882335, 0.19607839470588467, 0.23529410764705988, 0.23529410764705988, 0.0588235694117622], [0.23529410764705988, 0.2352941076470582, 0.23529410764705988, 0.23529410764705988, 0.0588235694117622]]"
301,"[0.2400000120000001, 0.23200000284999855, 0.2399999995, 0.2399999995, 0.03827032142027095]","[0.2400000051428573, 0.22810812528393332, 0.2400000051428573, 0.2400000051428573, 0.04216217614018558]","[0.24324322524324352, 0.23200000284999855, 0.24324322524324352, 0.24324322524324352, 0.04799998615000136]","[0.24324323285862703, 0.2313513529997031, 0.243243232858627, 0.243243232858627, 0.048648631571725054]","[0.24324322524324352, 0.14414415814414394, 0.24324322524324352, 0.24324322524324352, 0.027027025027027057]","[0.243243232858627, 0.14414415222106788, 0.243243232858627, 0.243243232858627, 0.027027025873180777]","[0.2882883162882879, 0.24324322524324352, 0.24324322524324352, 0.24324322524324352, 0.08108107508108117]","[0.28828830444213577, 0.243243232858627, 0.243243232858627, 0.243243232858627, 0.08108107761954234]","[0.2399999995, 0.13999999449999997, 0.2399999995, 0.2399999995, 0.040000002000000014]","[0.2400000051428573, 0.13999999942857141, 0.23999999799999996, 0.23999999799999996, 0.040000000857142885]","[0.2400000120000001, 0.2399999995, 0.2399999995, 0.2399999995, 0.13999999449999997]","[0.2400000051428573, 0.23999999799999996, 0.2400000051428573, 0.2400000051428573, 0.13999999942857141]","[0.24000000575000005, 0.1039999977, 0.23733333603333287, 0.23733333603333287, 0.04799998615000136]","[0.24324323285862703, 0.1027027068565492, 0.23603604518988258, 0.23603604518988258, 0.048648631571725054]","[0.3119999931, 0.23733333603333287, 0.24000000575000005, 0.24000000575000005, 0.1039999977]","[0.3081081205696476, 0.23603604518988258, 0.24324323285862703, 0.24324323285862703, 0.1027027068565492]","[[0.24324322524324352, 0.23200000284999855, 0.24324322524324352, 0.24324322524324352, 0.03827032142027095], [0.2400000120000001, 0.23200000284999855, 0.2399999995, 0.2399999995, 0.04799998615000136], [0.24000000575000005, 0.23200000284999855, 0.2399999995, 0.24000000575000005, 0.04799998615000136]]","[[0.24324323285862703, 0.22810812528393332, 0.243243232858627, 0.243243232858627, 0.04216217614018558], [0.2400000051428573, 0.2313513529997031, 0.2400000051428573, 0.2400000051428573, 0.048648631571725054], [0.24324323285862703, 0.22810812528393332, 0.2400000051428573, 0.2400000051428573, 0.048648631571725054]]"
