Trial,entani論文のPartialIncorporation_wᴸ,解の非唯一性考慮のPartialIncorporation_wᴸ,entani論文のPartialIncorporation_wᵁ,解の非唯一性考慮のPartialIncorporation_wᵁ,entani論文のPartialIncorporation_wᴸ_1,解の非唯一性考慮のPartialIncorporation_wᴸ_1,entani論文のPartialIncorporation_wᵁ_1,解の非唯一性考慮のPartialIncorporation_wᵁ_1,entani論文のPartialIncorporation_wᴸ_2,解の非唯一性考慮のPartialIncorporation_wᴸ_2,entani論文のPartialIncorporation_wᵁ_2,解の非唯一性考慮のPartialIncorporation_wᵁ_2,entani論文のPartialIncorporation_wᴸ_3,解の非唯一性考慮のPartialIncorporation_wᴸ_3,entani論文のPartialIncorporation_wᵁ_3,解の非唯一性考慮のPartialIncorporation_wᵁ_3,entani論文のPartialIncorporation_Ŵ,解の非唯一性考慮のPartialIncorporation_Ŵ
150,"[0.3000000125, 0.19230768771585555, 0.1923077115934067, 0.10810816810810515, 0.09615386115384637]","[0.30000002499999917, 0.19230768461538483, 0.19230771159340593, 0.11528355280168627, 0.09240879258292187]","[0.39999997999999704, 0.2162163362162103, 0.2551971301975227, 0.19230768771585555, 0.09615386115384637]","[0.3999999800000047, 0.19230768771585574, 0.269999980833334, 0.19230768771585574, 0.09240879258292187]","[0.3846153846153846, 0.1923076923076923, 0.1923076923076923, 0.10897435397435891, 0.03846153846153846]","[0.3846153692307697, 0.19230768461538486, 0.19230768461538486, 0.10897436794871769, 0.038461536923076974]","[0.3846153846153846, 0.1923076923076923, 0.21794870794871782, 0.1923076923076923, 0.09615386115384637]","[0.3846153692307697, 0.19230768461538486, 0.21794873589743538, 0.19230768461538486, 0.09615384230769243]","[0.39999997999999704, 0.15000000083333342, 0.19999998999999852, 0.10000001166666843, 0.06666666333333283]","[0.3999999800000047, 0.16666668333332943, 0.19999999000000235, 0.10000001166666392, 0.06666666333333411]","[0.39999997999999704, 0.19999998999999852, 0.20000002333333686, 0.15000000083333342, 0.09999999499999926]","[0.3999999800000047, 0.19999999000000235, 0.20000002333332784, 0.16666668333332943, 0.09999999500000117]","[0.32432413432433366, 0.08108112608107887, 0.2162163362162103, 0.10810816810810515, 0.05405408405405258]","[0.31698070874216777, 0.07924539801885988, 0.25660389358489727, 0.10566053069181319, 0.06415097339622432]","[0.3243245043243155, 0.2162163362162103, 0.32432413432433366, 0.10810816810810515, 0.16216206716216683]","[0.3169815920754395, 0.25660389358489727, 0.31698070874216777, 0.12830194679244863, 0.15849035437108389]","[[0.3846153846153846, 0.19230768771585555, 0.1923076923076923, 0.1346153742072212, 0.09615386115384637], [0.39999997999999704, 0.19230768771585555, 0.20000002333333686, 0.11153844779696416, 0.09615386115384637], [0.3243245043243155, 0.2162163362162103, 0.2551971301975227, 0.10810816810810515, 0.09615386115384637], [0.3269230518210357, 0.19230768771585555, 0.1923077115934067, 0.19230768771585555, 0.09615386115384637], [0.3000000125, 0.2162163362162103, 0.2551971301975227, 0.13243265993242065, 0.09615386115384637]]","[[0.3846153692307697, 0.19230768461538486, 0.19230771159340593, 0.13836044197751762, 0.09240879258292187], [0.3999999800000047, 0.19230768461538483, 0.19999999000000235, 0.11528355280168627, 0.09240879258292187], [0.3169815920754395, 0.19230768771585574, 0.269999980833334, 0.12830194679244863, 0.09240879258292187], [0.33066812039196075, 0.19230768771585574, 0.19230771159340593, 0.19230768771585574, 0.09240879258292187], [0.30000002499999917, 0.19230768771585574, 0.269999980833334, 0.1452835138678893, 0.09240879258292187]]"
151,"[0.3076923419780241, 0.15384617098901204, 0.18750004814817173, 0.15711951269698035, 0.07692308549450602]","[0.31578949214574936, 0.17391306792270553, 0.20000002545455037, 0.13804345745278485, 0.08695652118357487]","[0.3999999781818184, 0.1914893504521284, 0.2740384126495745, 0.18749998888888345, 0.07692308549450602]","[0.399999978181814, 0.1914893519585376, 0.2763157763967609, 0.13804345745278485, 0.08695652118357487]","[0.3999999781818184, 0.15711951269698035, 0.1999999890909092, 0.10000001272727259, 0.0499999972727273]","[0.399999978181814, 0.17500001772727608, 0.199999989090907, 0.10000001272727518, 0.04999999727272675]","[0.3999999781818184, 0.1999999890909092, 0.20000002545454518, 0.15711951269698035, 0.0999999945454546]","[0.399999978181814, 0.199999989090907, 0.20000002545455037, 0.17500001772727608, 0.0999999945454535]","[0.3829787009042568, 0.1914893504521284, 0.1914893504521284, 0.10992909113918355, 0.04255318898936186]","[0.38297872801964006, 0.1914893519585376, 0.19148936400982003, 0.10992907532187665, 0.04255319200218223]","[0.3829787009042568, 0.1914893504521284, 0.2198581822783671, 0.1914893504521284, 0.0957446752260642]","[0.38297872801964006, 0.19148936400982003, 0.2198581506437533, 0.19148936400982003, 0.09574468200491001]","[0.31578945368420946, 0.105263167061404, 0.21052631037280672, 0.07894736342105237, 0.05263157561403491]","[0.31578949214574936, 0.10526316404858312, 0.2763157763967609, 0.07894737303643734, 0.05263158202429156]","[0.315789501184212, 0.21052631037280672, 0.31578945368420946, 0.15789472684210473, 0.10526315122806983]","[0.31578949214574936, 0.2763157763967609, 0.31578949214574936, 0.15789474607287468, 0.10526316404858312]","[[0.3999999781818184, 0.16595743453578604, 0.1999999890909092, 0.15711951269698035, 0.07692308549450602], [0.3829787009042568, 0.1914893504521284, 0.1914893504521284, 0.15711951269698035, 0.07692308549450602], [0.315789501184212, 0.17535427382960278, 0.2740384126495745, 0.15789472684210473, 0.07692308549450602], [0.3749999777777669, 0.17307689969067203, 0.18750004814817173, 0.18749998888888345, 0.07692308549450602], [0.3076923419780241, 0.15384617098901204, 0.2740384126495745, 0.18749998888888345, 0.07692308549450602]]","[[0.399999978181814, 0.17500001772727608, 0.20000002545455037, 0.13804345745278485, 0.08695652118357487], [0.38297872801964006, 0.1914893519585376, 0.20053194138546257, 0.13804345745278485, 0.08695652118357487], [0.31578949214574936, 0.18289475282113005, 0.2763157763967609, 0.13804345745278485, 0.08695652118357487], [0.39999996600009535, 0.17500002990899455, 0.20000002545455037, 0.13804345745278485, 0.08695652118357487], [0.3478260847342995, 0.17391306792270553, 0.2532608687066352, 0.13804345745278485, 0.08695652118357487]]"
152,"[0.3043479038647355, 0.16385136092452157, 0.18750000750000018, 0.15217395193236774, 0.06733829371590103]","[0.3255814088103748, 0.17567568421226093, 0.17567568421226096, 0.1627907044051874, 0.05672152271675356]","[0.4054053834541863, 0.21739125768115874, 0.251762600734, 0.17567568421226087, 0.07432428578773814]","[0.40540538345418614, 0.20465115471377512, 0.23265244628292436, 0.17567568421226093, 0.0743242857877383]","[0.3043479038647355, 0.15217395193236774, 0.21739125768115874, 0.15217395193236774, 0.02173913599033825]","[0.3255813922719143, 0.1627907044051874, 0.20465115471377512, 0.16279069613595715, 0.02325581491502677]","[0.3043479038647355, 0.21739125768115874, 0.3043479038647355, 0.15217395193236774, 0.10869562884057937]","[0.3255814088103748, 0.20465115471377512, 0.3255813922719143, 0.1627907044051874, 0.10232557735688756]","[0.4054053834541863, 0.10135135488793667, 0.17567568421226087, 0.17567568421226087, 0.06756756390903104]","[0.40540538345418614, 0.10135135488793669, 0.17567568421226093, 0.17567568421226093, 0.06756756390903103]","[0.4054054195517467, 0.17567568421226087, 0.20270269172709315, 0.20270269172709313, 0.08783784210613044]","[0.40540541955174675, 0.17567568421226093, 0.20270269172709307, 0.20270269172709307, 0.08783784210613046]","[0.39024387717586567, 0.19512193858793284, 0.19512193858793284, 0.1056910716474117, 0.024390242323491605]","[0.3902438864390295, 0.19512194321951476, 0.19512194321951476, 0.10569106624389948, 0.024390242902439345]","[0.39024387717586567, 0.19512193858793284, 0.2113821432948234, 0.19512193858793284, 0.09756096929396642]","[0.3902438864390295, 0.19512194321951476, 0.21138213248779897, 0.19512194321951476, 0.09756097160975738]","[[0.3043479038647355, 0.21739125768115874, 0.251762600734, 0.15217395193236774, 0.07432428578773814], [0.4054053834541863, 0.16385136092452157, 0.18750000750000018, 0.17567568421226087, 0.06756756390903104], [0.39024387717586567, 0.19512193858793284, 0.19512193858793284, 0.15217395193236774, 0.06733829371590103], [0.384615361538465, 0.1923076807692325, 0.1923076807692325, 0.163430983207169, 0.06733829371590103], [0.3750000150000005, 0.18750000750000026, 0.18750000750000018, 0.17567568421226087, 0.07432428578773814]]","[[0.3255814088103748, 0.20465115471377512, 0.23265244628292436, 0.1627907044051874, 0.0743242857877383], [0.40540538345418614, 0.17567568421226093, 0.17567568421226096, 0.17567568421226093, 0.06756756390903103], [0.3902438864390295, 0.19512194321951476, 0.19512194321951476, 0.1627907044051874, 0.05672152271675356], [0.38461536923076367, 0.19230768461538184, 0.20356471903191348, 0.1627907044051874, 0.05672152271675356], [0.3750000150000004, 0.1875000075000002, 0.18750000750000015, 0.17567568421226093, 0.0743242857877383]]"
153,"[0.28571429821428485, 0.17307694042986438, 0.20858893878598406, 0.14285714910714242, 0.04732694324184272]","[0.2857143107142866, 0.17307694042986155, 0.2085889387859842, 0.1428571553571433, 0.04732693699184164]","[0.4171778775719681, 0.21128870979361492, 0.2692307486425338, 0.16363634763636478, 0.09090909424242401]","[0.4171778775719684, 0.18496258288019518, 0.25714283589285647, 0.1666666383101833, 0.1293231151555184]","[0.28571429821428485, 0.14285714910714242, 0.22857139482143096, 0.14285714910714242, 0.057142859642856966]","[0.2857143107142866, 0.1428571553571433, 0.25714283589285647, 0.1428571553571433, 0.05714286214285732]","[0.28571429821428485, 0.22857139482143096, 0.28571429821428485, 0.14285714910714242, 0.14285714910714242]","[0.2857143107142866, 0.25714283589285647, 0.2857143107142866, 0.1428571553571433, 0.1428571553571433]","[0.34615385027149326, 0.17307692513574663, 0.17307692513574663, 0.1346153743212669, 0.038461535520361974]","[0.3461538502714926, 0.1730769251357463, 0.1730769251357463, 0.13461537432126855, 0.03846153552036244]","[0.34615385027149326, 0.17307694042986438, 0.2692307486425338, 0.17307692513574663, 0.17307692513574663]","[0.3461538502714926, 0.17307694042986155, 0.2692307486425371, 0.1730769251357463, 0.1730769251357463]","[0.25454547854545284, 0.10909089842424319, 0.18181818848484801, 0.16363634763636478, 0.09090909424242401]","[0.22222225246913782, 0.11111109220678887, 0.22222225246913782, 0.1666666383101833, 0.11111112623456891]","[0.32727269527272956, 0.18181818848484801, 0.25454547854545284, 0.18181818848484801, 0.12727273927272642]","[0.3333332766203666, 0.22222225246913782, 0.22222225246913782, 0.22222225246913782, 0.11111112623456891]","[[0.28571429821428485, 0.21128870979361492, 0.2692307486425338, 0.14285714910714242, 0.09090909424242401], [0.34615385027149326, 0.17307694042986438, 0.2692307486425338, 0.16363634763636478, 0.04790211301974376], [0.32727269527272956, 0.17307694042986438, 0.2451049224186173, 0.16363634763636478, 0.09090909424242401], [0.2999999350000026, 0.20000008999999636, 0.2692307486425338, 0.16363634763636478, 0.06713287872110235], [0.4171778775719681, 0.18404909129306268, 0.20858893878598406, 0.14285714910714242, 0.04732694324184272]]","[[0.2857143107142866, 0.18496258288019518, 0.25714283589285647, 0.1428571553571433, 0.1293231151555184], [0.3461538502714926, 0.17307694042986155, 0.2085889387859842, 0.1428571553571433, 0.1293231151555184], [0.31503740010591474, 0.18496258288019518, 0.22222225246913782, 0.1666666383101833, 0.11111112623456891], [0.2999999837550006, 0.18496258288019518, 0.25714283589285647, 0.1666666383101833, 0.09122795916176436], [0.4171778775719684, 0.1840490912930626, 0.2085889387859842, 0.1428571553571433, 0.04732693699184164]]"
154,"[0.3000000300000014, 0.14285715357142825, 0.2000000078260865, 0.14285715357142825, 0.06923077949992046]","[0.32258067891129, 0.14285715490404213, 0.1923076978632477, 0.14285715490404213, 0.0769230791452991]","[0.4285714232142859, 0.21428568535714135, 0.2615384224759618, 0.19999997999999905, 0.08571428464285717]","[0.42857142254797886, 0.19230766897435955, 0.2552640681466141, 0.18021974375862884, 0.08571428450959577]","[0.307692231754807, 0.153846170721154, 0.153846170721154, 0.15384613415865367, 0.03418802981303415]","[0.3225806304737905, 0.161290339455645, 0.161290339455645, 0.14516127063508086, 0.03225806014112908]","[0.307692341442308, 0.153846170721154, 0.30769226831730734, 0.307692231754807, 0.076923085360577]","[0.32258067891129, 0.161290339455645, 0.2903225412701617, 0.3225806304737905, 0.0806451697278225]","[0.38461537509157523, 0.19230768754578761, 0.19230771230769197, 0.1538461500366301, 0.028846146941392054]","[0.3846153957264955, 0.19230766897435955, 0.19230769786324775, 0.1538461582905982, 0.02884615106837613]","[0.38461542461538395, 0.19230768754578761, 0.20192302858974437, 0.19230771230769197, 0.07692307501831505]","[0.3846153957264955, 0.19230769786324775, 0.2019230574786329, 0.19230769786324775, 0.0769230791452991]","[0.4285714232142859, 0.07142857053571432, 0.14285715357142825, 0.14285714107142863, 0.08571428464285717]","[0.42857142254797886, 0.07142857042466315, 0.14285715490404213, 0.1428571408493263, 0.08571428450959577]","[0.4285714232142859, 0.14285715357142825, 0.21428571160714294, 0.14285715357142825, 0.14285714107142863]","[0.42857142254797886, 0.14285715490404213, 0.21428571127398943, 0.14285715490404213, 0.1428571408493263]","[[0.307692341442308, 0.153846170721154, 0.2615384224759618, 0.19999997999999905, 0.076923085360577], [0.38461537509157523, 0.19230768754578761, 0.2000000078260865, 0.1538461500366301, 0.06923077949992046], [0.4285714232142859, 0.14285715357142825, 0.19999998500000044, 0.14285715357142825, 0.08571428464285717], [0.3000000300000014, 0.21428568535714135, 0.20000002000000097, 0.19999997999999905, 0.08571428464285717], [0.400000015652173, 0.18791204345039175, 0.2000000078260865, 0.14285715357142825, 0.06923077949992046]]","[[0.32258067891129, 0.161290339455645, 0.2552640681466141, 0.18021974375862884, 0.0806451697278225], [0.3846153957264955, 0.19230766897435955, 0.1923076978632477, 0.1538461582905982, 0.0769230791452991], [0.42857142254797886, 0.14285715490404213, 0.19999998313434106, 0.14285715490404213, 0.08571428450959577], [0.33333336333333263, 0.19230766897435955, 0.22222224222222173, 0.17521364632478703, 0.0769230791452991], [0.40000001479468666, 0.14285715490404213, 0.20000000739734333, 0.18021974375862884, 0.0769230791452991]]"
155,"[0.30000011999999476, 0.14177215456540093, 0.20000003199999994, 0.11111112422586539, 0.05063290872573839]","[0.3225807951612961, 0.11645570443745136, 0.2000000178941196, 0.12345680262345604, 0.075949364185381]","[0.4556961785316455, 0.15384622884615026, 0.30769197019232386, 0.15598255167964434, 0.09401734832035993]","[0.455696185112286, 0.16129039758064811, 0.27419321088708376, 0.16129039758064806, 0.08064519879032403]","[0.4556961785316455, 0.11392404463291138, 0.15611815279324898, 0.15189872617721517, 0.05063290872573839]","[0.455696185112286, 0.1139240462780715, 0.156118150234111, 0.151898728370762, 0.050632909456920665]","[0.4556961785316455, 0.15611815279324898, 0.22784808926582276, 0.15611815279324898, 0.07594936308860759]","[0.455696185112286, 0.156118150234111, 0.227848092556143, 0.156118150234111, 0.075949364185381]","[0.39999998400000003, 0.09999999600000001, 0.19999997200000008, 0.10000001599999997, 0.049999998000000004]","[0.3999999910529402, 0.09999999776323505, 0.19999998434264532, 0.1000000089470598, 0.049999998881617526]","[0.39999998400000003, 0.19999997200000008, 0.20000003199999994, 0.19999999200000002, 0.09999999600000001]","[0.3999999910529402, 0.19999998434264532, 0.2000000178941196, 0.1999999955264701, 0.09999999776323505]","[0.3076919701923238, 0.15384622884615026, 0.15384606634615802, 0.15384622884615026, 0.030769245769230052]","[0.3225805626612871, 0.16129039758064806, 0.1451612028225773, 0.16129039758064806, 0.032258079516129606]","[0.3076924576923005, 0.30769213269231604, 0.3076919701923238, 0.15384622884615026, 0.07692311442307513]","[0.3225807951612961, 0.2903224056451546, 0.3225805626612871, 0.16129039758064806, 0.08064519879032403]","[[0.4556961785316455, 0.14177215456540093, 0.20000003199999994, 0.15189872617721517, 0.05063290872573839], [0.39999998400000003, 0.15384622884615026, 0.20000003199999994, 0.15598255167964434, 0.0901712034742054], [0.3076924576923005, 0.15384622884615026, 0.30769197019232386, 0.15384622884615026, 0.07692311442307513], [0.3333333284153005, 0.15384622884615026, 0.30769197019232386, 0.11111112422586539, 0.09401734832035993], [0.30000011999999476, 0.15000005999999738, 0.29999992000000353, 0.15598255167964434, 0.09401734832035993]]","[[0.455696185112286, 0.11645570443745136, 0.2000000178941196, 0.151898728370762, 0.075949364185381], [0.3999999910529402, 0.16129039758064811, 0.2000000178941196, 0.15806439468196803, 0.08064519879032403], [0.3225807951612961, 0.16129039758064811, 0.27419321088708376, 0.16129039758064806, 0.08064519879032403], [0.37037037037037035, 0.16129039758064811, 0.2689330652401445, 0.12345680262345604, 0.075949364185381], [0.3225807951612961, 0.16129039758064806, 0.27419321088708376, 0.16129039758064806, 0.08064519879032403]]"
156,"[0.250000050000003, 0.1807229315662664, 0.1807229315662664, 0.1568627603154339, 0.07843138429901964]","[0.2647059323529427, 0.17892185560876867, 0.1960784214821227, 0.1544115113520142, 0.07843137501352826]","[0.392156857745098, 0.20833327499999646, 0.2776103934337331, 0.1807229315662664, 0.1016949052542371]","[0.39215686169637093, 0.20689645172416002, 0.2647059040196085, 0.20833308263205064, 0.10416654131602532]","[0.3921568453537898, 0.1568627603154339, 0.09803921133844745, 0.09803921133844745, 0.07843136907075796]","[0.3921568429642454, 0.15686273718569815, 0.09803922755478608, 0.09803921074106135, 0.07843136859284908]","[0.3921568453537898, 0.1960784226768949, 0.1960784226768949, 0.1568627603154339, 0.1568627603154339]","[0.3921568429642454, 0.19607845510957217, 0.1960784214821227, 0.15686273718569815, 0.15686273718569815]","[0.2891565245060207, 0.07228917262650655, 0.1807229315662664, 0.1807229315662664, 0.0903614657831332]","[0.3125000989610327, 0.06250001979220654, 0.15625004948051635, 0.20833308263205064, 0.10416654131602532]","[0.3614458631325328, 0.1807229315662664, 0.1807229315662664, 0.2891565245060207, 0.09638550816867357]","[0.3125000989610327, 0.20833308263205064, 0.20833308263205064, 0.3125000989610327, 0.10416669965367756]","[0.23728813559322032, 0.2033898305084746, 0.2033898305084746, 0.06779661016949154, 0.1016949052542371]","[0.23448283862067199, 0.20689645172416002, 0.20689645172416002, 0.06896548390805333, 0.10344822586208001]","[0.4067796610169492, 0.2033898305084746, 0.20338983050847462, 0.23728813559322032, 0.11864406779661016]","[0.41379290344832004, 0.20689645172416002, 0.20689645172416002, 0.23448283862067199, 0.11724141931033599]","[[0.3921568453537898, 0.1807229315662664, 0.19182607846549027, 0.1568627603154339, 0.07843138429901964], [0.3614458631325328, 0.1807229315662664, 0.1807229315662664, 0.1807229315662664, 0.09638534216866801], [0.33466267341337985, 0.2033898305084746, 0.2033898305084746, 0.1568627603154339, 0.1016949052542371], [0.392156857745098, 0.1807229315662664, 0.1807229315662664, 0.16796589482334956, 0.07843138429901964], [0.250000050000003, 0.20833327499999646, 0.2776103934337331, 0.1807229315662664, 0.08333335000000101]]","[[0.3921568429642454, 0.17892185560876867, 0.1960784214821227, 0.1544115113520142, 0.07843136859284908], [0.3125000989610327, 0.17892185560876867, 0.1960784214821227, 0.20833308263205064, 0.10416654131602532], [0.2744257880575494, 0.20689645172416002, 0.20689645172416002, 0.20833308263205064, 0.10344822586208001], [0.39215686169637093, 0.17892185560876867, 0.19607839632931723, 0.1544115113520142, 0.07843137501352826], [0.2647059323529427, 0.17892185560876867, 0.2647059040196085, 0.20833308263205064, 0.08333322538662954]]"
157,"[0.2777778527777766, 0.12342346199486123, 0.13333335333333976, 0.16216215644787674, 0.08108107822393837]","[0.3125000173044307, 0.13333334256410204, 0.13333334256410204, 0.16216216105105102, 0.07117117689766678]","[0.4999999499999839, 0.18181817974921632, 0.27134073664512026, 0.17647061323529467, 0.0925926175925922]","[0.49999997692307824, 0.19230766105769573, 0.24012475470806965, 0.19230766105769573, 0.10416666628212376]","[0.3243243128957535, 0.10810811310810786, 0.2162162130019306, 0.16216215644787674, 0.08108107822393837]","[0.32432432210210205, 0.10810811421921934, 0.2162162181606608, 0.16216216105105102, 0.08108108052552551]","[0.3243243393243236, 0.2162162130019306, 0.3243243128957535, 0.16216215644787674, 0.08108107822393837]","[0.324324342657658, 0.2162162181606608, 0.32432432210210205, 0.16216216105105102, 0.08108108052552551]","[0.2777778527777766, 0.05555557055555532, 0.1851852351851844, 0.14814809814814894, 0.0925926175925922]","[0.31249999884637125, 0.06250000346088613, 0.20833333256424752, 0.15624999942318563, 0.10416666628212376]","[0.2777778527777766, 0.1851852351851844, 0.2962961962962979, 0.2777778527777766, 0.0925926175925922]","[0.3125000173044307, 0.20833333256424752, 0.31249999884637125, 0.31249999884637125, 0.10416666628212376]","[0.4999999499999839, 0.08333332499999731, 0.12499998749999597, 0.13333335333333976, 0.041666662499998654]","[0.4999999769230782, 0.0833333294871797, 0.12499999423076956, 0.13333334256410204, 0.04166666474358985]","[0.4999999499999839, 0.13333335333333976, 0.13333335333333976, 0.24999997499999194, 0.09999998999999678]","[0.49999997692307824, 0.13333334256410204, 0.13333334256410204, 0.2499999884615391, 0.09999999538461564]","[[0.3243243393243236, 0.16109168935874096, 0.27134073664512026, 0.16216215644787674, 0.08108107822393837], [0.2777778527777766, 0.18181817974921632, 0.27134073664512026, 0.17647061323529467, 0.0925926175925922], [0.4999999499999839, 0.12342346199486123, 0.13333335333333976, 0.16216215644787674, 0.08108107822393837], [0.35294114147058736, 0.17647057073529368, 0.2130365963348859, 0.17647061323529467, 0.08108107822393837], [0.3636363708777428, 0.18181817974921632, 0.18716574626313803, 0.17647061323529467, 0.09090908987460816]]","[[0.324324342657658, 0.19230766105769573, 0.24012475470806965, 0.16216216105105102, 0.08108108052552551], [0.3125000173044307, 0.1810464006543248, 0.24012475470806965, 0.16216216105105102, 0.10416666628212376], [0.49999997692307824, 0.13333334256410204, 0.13333334256410204, 0.16216216105105102, 0.07117117689766678], [0.3125000173044307, 0.19230766105769573, 0.23171348368251118, 0.19230766105769573, 0.07117117689766678], [0.3636363663229308, 0.18181817823609225, 0.18181818808683853, 0.18181817823609225, 0.09090908911804613]]"
158,"[0.3000001260000023, 0.14999995799999924, 0.19444461015872805, 0.15686276759803802, 0.05882352191176511]","[0.32142857142857145, 0.16799999999999998, 0.19444461015874245, 0.1405317273650637, 0.05753973853969577]","[0.4285714101098921, 0.20392153662745477, 0.26666663866666607, 0.22450975542156731, 0.05882352191176511]","[0.42857142857142866, 0.23015845015866399, 0.23015895415878307, 0.16815458233331085, 0.10917868850001365]","[0.2999999159999985, 0.14999995799999924, 0.10000004200000077, 0.13333331933333303, 0.04285716085714319]","[0.33599999999999997, 0.16799999999999998, 0.112, 0.10933336458333776, 0.048]","[0.3000001260000023, 0.14999995799999924, 0.26666663866666607, 0.2999999159999985, 0.14999995799999924]","[0.33599999999999997, 0.16799999999999998, 0.2186667291666755, 0.33599999999999997, 0.16799999999999998]","[0.3906249509090964, 0.1953124754545482, 0.1953124754545482, 0.10546877863636045, 0.023437506363635657]","[0.39062497600000506, 0.19531248800000253, 0.19531248800000253, 0.10546876399999702, 0.023437503111110453]","[0.3906249509090964, 0.1953124754545482, 0.2109375572727209, 0.1953124754545482, 0.0976562377272741]","[0.39062497600000506, 0.19531248800000253, 0.21093752799999405, 0.19531248800000253, 0.09765624400000127]","[0.3854166645238096, 0.19444440444444497, 0.19444440444444497, 0.09722230507936402, 0.027777772063492138]","[0.3854166645238094, 0.19444440444444142, 0.19444440444444144, 0.09722230507937123, 0.02777777206349163]","[0.38888880888888994, 0.19444440444444497, 0.19444461015872805, 0.19444440444444497, 0.12847222150793655]","[0.3888888088888829, 0.19444440444444144, 0.19444461015874245, 0.19444440444444142, 0.12847222150793647]","[[0.3000001260000023, 0.14999995799999924, 0.26666663866666607, 0.22450975542156731, 0.05882352191176511], [0.3906249509090964, 0.1953124754545482, 0.1953124754545482, 0.15992657627004203, 0.05882352191176511], [0.38888880888888994, 0.19444440444444497, 0.19444461015872805, 0.16339865459617192, 0.05882352191176511], [0.4285714101098921, 0.14999995799999924, 0.19444461015872805, 0.1681604998196155, 0.05882352191176511], [0.313725535196076, 0.20392153662745477, 0.26666663866666607, 0.15686276759803802, 0.05882352191176511]]","[[0.33599999999999997, 0.16799999999999998, 0.2186667291666755, 0.16815458233331085, 0.10917868850001365], [0.39062497600000506, 0.19531248800000253, 0.19531248800000253, 0.1405317273650637, 0.07821832063492618], [0.3854166645238094, 0.19444440444444142, 0.19444461015874245, 0.16815458233331085, 0.05753973853969577], [0.42857142857142866, 0.16799999999999998, 0.2053571055238119, 0.1405317273650637, 0.05753973853969577], [0.32142857142857145, 0.23015845015866399, 0.23015895415878307, 0.16071428571428573, 0.05753973853969577]]"
159,"[0.30303034053030387, 0.15384621384615393, 0.1875000035294119, 0.15151517026515193, 0.07692310692307697]","[0.325757587476325, 0.15384621384615096, 0.18837405958178455, 0.15384621384615096, 0.07692310692307548]","[0.3749999788235286, 0.19405572219893286, 0.25524483673411735, 0.15384608384615375, 0.09615393027149394]","[0.37674809608774745, 0.18181817090909114, 0.23863636929687515, 0.16287878686316307, 0.09090908545454557]","[0.23101896355697485, 0.16720774437344552, 0.16720775437344548, 0.12762241836705868, 0.07700632118565828]","[0.27272725636363665, 0.18181817090909114, 0.18181817090909114, 0.10606061969696938, 0.09090908545454557]","[0.33441550874689097, 0.16720775437344548, 0.25524483673411735, 0.23101896355697485, 0.11550948177848742]","[0.3636363418181823, 0.18181817090909114, 0.21212123939393876, 0.27272725636363665, 0.13636362818181832]","[0.3749999788235286, 0.12500000235294126, 0.1875000035294119, 0.09375000176470595, 0.0624999964705881]","[0.37674809608774745, 0.12558269869591582, 0.18837404804387373, 0.09418702402193686, 0.06279134934795791]","[0.3750000070588238, 0.1875000035294119, 0.1875000035294119, 0.1874999894117643, 0.1874999894117643]","[0.37674809608774745, 0.18837404804387373, 0.18837405958178455, 0.18837404804387373, 0.18837404804387373]","[0.3076922326923076, 0.15384608384615375, 0.15384621384615393, 0.15384608384615375, 0.025641035641025656]","[0.3333333983333302, 0.15384608384615722, 0.15384621384615096, 0.15384608384615722, 0.025641035641025163]","[0.4615382515384613, 0.15384621384615393, 0.3076922326923076, 0.15384621384615393, 0.07692310692307697]","[0.46153825153847167, 0.15384621384615096, 0.3333333983333302, 0.15384621384615096, 0.07692310692307548]","[[0.33441550874689097, 0.16720775437344548, 0.25524483673411735, 0.15384608384615375, 0.08928581629939247], [0.3749999788235286, 0.1875000035294119, 0.1875000035294119, 0.15384608384615375, 0.09615393027149394], [0.3749999788235286, 0.15384621384615393, 0.24038461656108678, 0.15384608384615375, 0.07692310692307697], [0.34090910048355905, 0.1704545221566728, 0.25524483673411735, 0.15384608384615375, 0.07954545677949713], [0.30303034053030387, 0.19405572219893286, 0.25524483673411735, 0.15151517026515193, 0.09615393027149394]]","[[0.3636363418181823, 0.18181817090909114, 0.20979018797203008, 0.15384621384615096, 0.09090908545454557], [0.37674809608774745, 0.1810899720127594, 0.18837405958178455, 0.16287878686316307, 0.09090908545454557], [0.37674809608774745, 0.15384621384615096, 0.23863636929687515, 0.15384621384615096, 0.07692310692307548], [0.32916664640956694, 0.18181817090909114, 0.23522731036363337, 0.16287878686316307, 0.09090908545454557], [0.325757587476325, 0.18181817090909114, 0.23863636929687515, 0.16287878686316307, 0.09090908545454557]]"
